x	y	RR	N_pairs	N_x	N_y	N_total	date	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed
80+	25-64	0.7832147634029394	3069	6692	113680	194144	2020-10-11	6.771628741743717	1562	1.0687942846625291	71144	0.1997889044417889	0.7328021628130607
80+	5-11	0.46778006366504954	52	6692	3225	194144	2020-10-11	6.771628741743717	1562	2.8373188149750614	152	0.09736343359226014	0.4376708131562948
80+	65-80	2.089794668185127	1369	6692	19005	194144	2020-10-11	6.771628741743717	1562	1.65231212296076	3074	0.4961560632366666	1.9552824132522173
80+	80+	6.771628741743717	1562	6692	6692	194144	2020-10-11	6.771628741743717	1562	6.771628741743717	1562	1	6.33576436449775
0-4	0-4	3.19348121805206	28	2107	2107	506332	2020-11-08	3.19348121805206	28	3.19348121805206	28	1	3.12559193858289
0-4	12-17	1.2593757164599455	147	2107	28050	506332	2020-11-08	3.19348121805206	28	1.3578509486179822	2110	0.5534097140536156	1.2326030179113732
0-4	18-24	1.0361449698340806	408	2107	94626	506332	2020-11-08	3.19348121805206	28	1.3193693141675968	23332	0.45919755703694887	1.014117868177742
0-4	25-64	0.9719025694547719	1227	2107	303384	506332	2020-11-08	3.19348121805206	28	1.0217204551339962	185730	0.4611416699880745	0.9512411781237259
0-4	5-11	1.8663164424077874	88	2107	11331	506332	2020-11-08	3.19348121805206	28	1.6799969664672898	426	0.7659073752853391	1.8266409691905643
0-4	65-80	0.7904331737869218	178	2107	54116	506332	2020-11-08	3.19348121805206	28	1.2977545478188375	7506	0.3519891695704149	0.7736295870510475
0-4	80+	0.5857519468910236	31	2107	12718	506332	2020-11-08	3.19348121805206	28	6.529982820633471	2086	0.12048215421182525	0.5732996182543919
12-17	0-4	1.2593757164599455	147	28050	2107	506332	2020-11-08	1.3578509486179822	2110	3.19348121805206	28	0.5534097140536156	1.2326030179113732
12-17	12-17	1.3578509486179822	2110	28050	28050	506332	2020-11-08	1.3578509486179822	2110	1.3578509486179822	2110	1	1.3289847940255861
12-17	18-24	0.9446537740302916	4952	28050	94626	506332	2020-11-08	1.3578509486179822	2110	1.3193693141675968	23332	0.7056974632691623	0.9245716568397395
12-17	25-64	0.9920272160686987	16673	28050	303384	506332	2020-11-08	1.3578509486179822	2110	1.0217204551339962	185730	0.8337864663397151	0.9709380007847613
12-17	5-11	1.2282553076750151	771	28050	11331	506332	2020-11-08	1.3578509486179822	2110	1.6799969664672898	426	0.8086351535741961	1.202144188758492
12-17	65-80	0.9733344829071873	2918	28050	54116	506332	2020-11-08	1.3578509486179822	2110	1.2977545478188375	7506	0.7330414733763481	0.9526426509485285
12-17	80+	0.679859553136613	479	28050	12718	506332	2020-11-08	1.3578509486179822	2110	6.529982820633471	2086	0.1723818155972957	0.6654066185329048
18-24	0-4	1.0361449698340806	408	94626	2107	506332	2020-11-08	1.3193693141675968	23332	3.19348121805206	28	0.45919755703694887	1.014117868177742
18-24	12-17	0.9446537740302916	4952	94626	28050	506332	2020-11-08	1.3193693141675968	23332	1.3578509486179822	2110	0.7056974632691623	0.9245716568397395
18-24	18-24	1.3193693141675968	23332	94626	94626	506332	2020-11-08	1.3193693141675968	23332	1.3193693141675968	23332	1	1.291321229342095
18-24	25-64	0.9602101481586048	54442	94626	303384	506332	2020-11-08	1.3193693141675968	23332	1.0217204551339962	185730	0.8203104047949943	0.939797322578489
18-24	5-11	0.8887431642573759	1882	94626	11331	506332	2020-11-08	1.3193693141675968	23332	1.6799969664672898	426	0.5926206278942713	0.8698496343021921
18-24	65-80	0.8252348987176372	8346	94626	54116	506332	2020-11-08	1.3193693141675968	23332	1.2977545478188375	7506	0.6306426002254797	0.8076914723307654
18-24	80+	0.5318058952986456	1264	94626	12718	506332	2020-11-08	1.3193693141675968	23332	6.529982820633471	2086	0.13550313100130107	0.5205003899319022
25-64	0-4	0.9719025694547719	1227	303384	2107	506332	2020-11-08	1.0217204551339962	185730	3.19348121805206	28	0.4611416699880745	0.9512411781237259
25-64	12-17	0.9920272160686987	16673	303384	28050	506332	2020-11-08	1.0217204551339962	185730	1.3578509486179822	2110	0.8337864663397151	0.9709380007847613
25-64	18-24	0.9602101481586048	54442	303384	94626	506332	2020-11-08	1.0217204551339962	185730	1.3193693141675968	23332	0.8203104047949943	0.939797322578489
25-64	25-64	1.0217204551339962	185730	303384	303384	506332	2020-11-08	1.0217204551339962	185730	1.0217204551339962	185730	1	1
25-64	5-11	0.9915590217829018	6732	303384	11331	506332	2020-11-08	1.0217204551339962	185730	1.6799969664672898	426	0.734021266513663	0.9704797597038038
25-64	65-80	0.985374841268404	31951	303384	54116	506332	2020-11-08	1.0217204551339962	185730	1.2977545478188375	7506	0.8496533396686419	0.9644270468669186
25-64	80+	0.8699051480243255	6629	303384	12718	506332	2020-11-08	1.0217204551339962	185730	6.529982820633471	2086	0.23038647474821988	0.8514120899245767
5-11	0-4	1.8663164424077874	88	11331	2107	506332	2020-11-08	1.6799969664672898	426	3.19348121805206	28	0.7659073752853391	1.8266409691905643
5-11	12-17	1.2282553076750151	771	11331	28050	506332	2020-11-08	1.6799969664672898	426	1.3578509486179822	2110	0.8086351535741961	1.202144188758492
5-11	18-24	0.8887431642573759	1882	11331	94626	506332	2020-11-08	1.6799969664672898	426	1.3193693141675968	23332	0.5926206278942713	0.8698496343021921
5-11	25-64	0.9915590217829018	6732	11331	303384	506332	2020-11-08	1.6799969664672898	426	1.0217204551339962	185730	0.734021266513663	0.9704797597038038
5-11	5-11	1.6799969664672898	426	11331	11331	506332	2020-11-08	1.6799969664672898	426	1.6799969664672898	426	1	1.6442824042775597
5-11	65-80	0.9991410877905785	1210	11331	54116	506332	2020-11-08	1.6799969664672898	426	1.2977545478188375	7506	0.6710708284402355	0.9779006407966487
5-11	80+	0.7800120171268067	222	11331	12718	506332	2020-11-08	1.6799969664672898	426	6.529982820633471	2086	0.1900155755200116	0.7634299707002635
65-80	0-4	0.7904331737869218	178	54116	2107	506332	2020-11-08	1.2977545478188375	7506	3.19348121805206	28	0.3519891695704149	0.7736295870510475
65-80	12-17	0.9733344829071873	2918	54116	28050	506332	2020-11-08	1.2977545478188375	7506	1.3578509486179822	2110	0.7330414733763481	0.9526426509485285
65-80	18-24	0.8252348987176372	8346	54116	94626	506332	2020-11-08	1.2977545478188375	7506	1.3193693141675968	23332	0.6306426002254797	0.8076914723307654
65-80	25-64	0.985374841268404	31951	54116	303384	506332	2020-11-08	1.2977545478188375	7506	1.0217204551339962	185730	0.8496533396686419	0.9644270468669186
65-80	5-11	0.9991410877905785	1210	54116	11331	506332	2020-11-08	1.2977545478188375	7506	1.6799969664672898	426	0.6710708284402355	0.9779006407966487
65-80	65-80	1.2977545478188375	7506	54116	54116	506332	2020-11-08	1.2977545478188375	7506	1.2977545478188375	7506	1	1.2701659649641055
65-80	80+	1.4765162794219393	2007	54116	12718	506332	2020-11-08	1.2977545478188375	7506	6.529982820633471	2086	0.3772523808406399	1.4451274534072998
80+	0-4	0.5857519468910236	31	12718	2107	506332	2020-11-08	6.529982820633471	2086	3.19348121805206	28	0.12048215421182525	0.5732996182543919
80+	12-17	0.679859553136613	479	12718	28050	506332	2020-11-08	6.529982820633471	2086	1.3578509486179822	2110	0.1723818155972957	0.6654066185329048
80+	18-24	0.5318058952986456	1264	12718	94626	506332	2020-11-08	6.529982820633471	2086	1.3193693141675968	23332	0.13550313100130107	0.5205003899319022
80+	25-64	0.8699051480243255	6629	12718	303384	506332	2020-11-08	6.529982820633471	2086	1.0217204551339962	185730	0.23038647474821988	0.8514120899245767
80+	5-11	0.7800120171268067	222	12718	11331	506332	2020-11-08	6.529982820633471	2086	1.6799969664672898	426	0.1900155755200116	0.7634299707002635
80+	65-80	1.4765162794219393	2007	12718	54116	506332	2020-11-08	6.529982820633471	2086	1.2977545478188375	7506	0.3772523808406399	1.4451274534072998
80+	80+	6.529982820633471	2086	12718	12718	506332	2020-11-08	6.529982820633471	2086	6.529982820633471	2086	1	6.391163833337446
0-4	0-4	2.360963834710744	42	2750	2750	425114	2020-12-06	2.360963834710744	42	2.360963834710744	42	1	2.298703708464382
0-4	12-17	1.0738670729916286	172	2750	24760	425114	2020-12-06	2.360963834710744	42	1.3313902005292815	1920	0.5816706971989054	1.0455485114985166
0-4	18-24	1.007300563413431	448	2750	68753	425114	2020-12-06	2.360963834710744	42	1.3254417721843301	14738	0.5464947001650444	0.9807374033496788
0-4	25-64	0.9783491960390773	1644	2750	259765	425114	2020-12-06	2.360963834710744	42	1.027084885284304	163028	0.577529591156828	0.9525495020484736
0-4	5-11	1.4861504193460446	109	2750	11338	425114	2020-12-06	2.360963834710744	42	1.6204236920779396	490	0.7465489904444178	1.446959682338883
0-4	65-80	0.8974127604398298	267	2750	45993	425114	2020-12-06	2.360963834710744	42	1.3307948372713874	6622	0.4861708687789186	0.8737474120178683
0-4	80+	0.8942501218050346	68	2750	11755	425114	2020-12-06	2.360963834710744	42	5.8084750889283745	1888	0.21892571329897068	0.8706681741864989
12-17	0-4	1.0738670729916286	172	24760	2750	425114	2020-12-06	1.3313902005292815	1920	2.360963834710744	42	0.5816706971989054	1.0455485114985166
12-17	12-17	1.3313902005292815	1920	24760	24760	425114	2020-12-06	1.3313902005292815	1920	1.3313902005292815	1920	1	1.29628058946729
12-17	18-24	0.9779255601053872	3916	24760	68753	425114	2020-12-06	1.3313902005292815	1920	1.3254417721843301	14738	0.7361591324923438	0.9521370376652859
12-17	25-64	0.9722698195246499	14710	24760	259765	425114	2020-12-06	1.3313902005292815	1920	1.027084885284304	163028	0.824490218593302	0.9466304425807212
12-17	5-11	1.2235724126424044	808	24760	11338	425114	2020-12-06	1.3313902005292815	1920	1.6204236920779396	490	0.8290308651956855	1.1913060256005144
12-17	65-80	1.0224805641386674	2739	24760	45993	425114	2020-12-06	1.3313902005292815	1920	1.3307948372713874	6622	0.7681513866394328	0.9955170977476101
12-17	80+	0.7229983975471201	495	24760	11755	425114	2020-12-06	1.3313902005292815	1920	5.8084750889283745	1888	0.20252438056910146	0.7039324674191747
18-24	0-4	1.007300563413431	448	68753	2750	425114	2020-12-06	1.3254417721843301	14738	2.360963834710744	42	0.5464947001650444	0.9807374033496788
18-24	12-17	0.9779255601053872	3916	68753	24760	425114	2020-12-06	1.3254417721843301	14738	1.3313902005292815	1920	0.7361591324923438	0.9521370376652859
18-24	18-24	1.3254417721843301	14738	68753	68753	425114	2020-12-06	1.3254417721843301	14738	1.3254417721843301	14738	1	1.2904890249820384
18-24	25-64	0.9635009904544153	40478	68753	259765	425114	2020-12-06	1.3254417721843301	14738	1.027084885284304	163028	0.819120146754181	0.9380928531410642
18-24	5-11	0.9260085322032562	1698	68753	11338	425114	2020-12-06	1.3254417721843301	14738	1.6204236920779396	490	0.628683518264576	0.9015890949918233
18-24	65-80	0.8582521391525878	6384	68753	45993	425114	2020-12-06	1.3254417721843301	14738	1.3307948372713874	6622	0.6462166330343967	0.8356194813586589
18-24	80+	0.5738731060545718	1091	68753	11755	425114	2020-12-06	1.3254417721843301	14738	5.8084750889283745	1888	0.1608858407595915	0.5587397052345092
25-64	0-4	0.9783491960390773	1644	259765	2750	425114	2020-12-06	1.027084885284304	163028	2.360963834710744	42	0.577529591156828	0.9525495020484736
25-64	12-17	0.9722698195246499	14710	259765	24760	425114	2020-12-06	1.027084885284304	163028	1.3313902005292815	1920	0.824490218593302	0.9466304425807212
25-64	18-24	0.9635009904544153	40478	259765	68753	425114	2020-12-06	1.027084885284304	163028	1.3254417721843301	14738	0.819120146754181	0.9380928531410642
25-64	25-64	1.027084885284304	163028	259765	259765	425114	2020-12-06	1.027084885284304	163028	1.027084885284304	163028	1	1
25-64	5-11	0.9755976969115371	6759	259765	11338	425114	2020-12-06	1.027084885284304	163028	1.6204236920779396	490	0.7369930396097459	0.9498705617126135
25-64	65-80	0.960221774786851	26986	259765	45993	425114	2020-12-06	1.027084885284304	163028	1.3307948372713874	6622	0.8144790131585444	0.9349001124878351
25-64	80+	0.8575962065899909	6160	259765	11755	425114	2020-12-06	1.027084885284304	163028	5.8084750889283745	1888	0.2509220048760582	0.8349808461572312
5-11	0-4	1.4861504193460446	109	11338	2750	425114	2020-12-06	1.6204236920779396	490	2.360963834710744	42	0.7465489904444178	1.446959682338883
5-11	12-17	1.2235724126424044	808	11338	24760	425114	2020-12-06	1.6204236920779396	490	1.3313902005292815	1920	0.8290308651956855	1.1913060256005144
5-11	18-24	0.9260085322032562	1698	11338	68753	425114	2020-12-06	1.6204236920779396	490	1.3254417721843301	14738	0.628683518264576	0.9015890949918233
5-11	25-64	0.9755976969115371	6759	11338	259765	425114	2020-12-06	1.6204236920779396	490	1.027084885284304	163028	0.7369930396097459	0.9498705617126135
5-11	5-11	1.6204236920779396	490	11338	11338	425114	2020-12-06	1.6204236920779396	490	1.6204236920779396	490	1	1.5776920829960372
5-11	65-80	0.9847911830493721	1208	11338	45993	425114	2020-12-06	1.6204236920779396	490	1.3307948372713874	6622	0.6673793711009905	0.9588216097414142
5-11	80+	0.8484533365886797	266	11338	11755	425114	2020-12-06	1.6204236920779396	490	5.8084750889283745	1888	0.22841967877068012	0.8260790794850633
65-80	0-4	0.8974127604398298	267	45993	2750	425114	2020-12-06	1.3307948372713874	6622	2.360963834710744	42	0.4861708687789186	0.8737474120178683
65-80	12-17	1.0224805641386674	2739	45993	24760	425114	2020-12-06	1.3307948372713874	6622	1.3313902005292815	1920	0.7681513866394328	0.9955170977476101
65-80	18-24	0.8582521391525878	6384	45993	68753	425114	2020-12-06	1.3307948372713874	6622	1.3254417721843301	14738	0.6462166330343967	0.8356194813586589
65-80	25-64	0.960221774786851	26986	45993	259765	425114	2020-12-06	1.3307948372713874	6622	1.027084885284304	163028	0.8144790131585444	0.9349001124878351
65-80	5-11	0.9847911830493721	1208	45993	11338	425114	2020-12-06	1.3307948372713874	6622	1.6204236920779396	490	0.6673793711009905	0.9588216097414142
65-80	65-80	1.3307948372713874	6622	45993	45993	425114	2020-12-06	1.3307948372713874	6622	1.3307948372713874	6622	1	1.2957009263192638
65-80	80+	1.4051270317493156	1787	45993	11755	425114	2020-12-06	1.3307948372713874	6622	5.8084750889283745	1888	0.39363325557779144	1.368072933290579
80+	0-4	0.8942501218050346	68	11755	2750	425114	2020-12-06	5.8084750889283745	1888	2.360963834710744	42	0.21892571329897068	0.8706681741864989
80+	12-17	0.7229983975471201	495	11755	24760	425114	2020-12-06	5.8084750889283745	1888	1.3313902005292815	1920	0.20252438056910146	0.7039324674191747
80+	18-24	0.5738731060545718	1091	11755	68753	425114	2020-12-06	5.8084750889283745	1888	1.3254417721843301	14738	0.1608858407595915	0.5587397052345092
80+	25-64	0.8575962065899909	6160	11755	259765	425114	2020-12-06	5.8084750889283745	1888	1.027084885284304	163028	0.2509220048760582	0.8349808461572312
80+	5-11	0.8484533365886797	266	11755	11338	425114	2020-12-06	5.8084750889283745	1888	1.6204236920779396	490	0.22841967877068012	0.8260790794850633
80+	65-80	1.4051270317493156	1787	11755	45993	425114	2020-12-06	5.8084750889283745	1888	1.3307948372713874	6622	0.39363325557779144	1.368072933290579
80+	80+	5.8084750889283745	1888	11755	11755	425114	2020-12-06	5.8084750889283745	1888	5.8084750889283745	1888	1	5.655301886095374
0-4	0-4	2.9223238447942093	120	2725	2725	180834	2021-01-03	2.9223238447942093	120	2.9223238447942093	120	1	2.733301032310824
0-4	12-17	1.0316334725832719	141	2725	9070	180834	2021-01-03	2.9223238447942093	120	2.000354233701129	910	0.4191350545915041	0.9649049815616263
0-4	18-24	0.7750393518823299	236	2725	20207	180834	2021-01-03	2.9223238447942093	120	1.9016844119835186	4294	0.3213258811459952	0.7249079749854567
0-4	25-64	1.0192552203432579	1666	2725	108469	180834	2021-01-03	2.9223238447942093	120	1.0691555047354513	69562	0.5107155172747482	0.9533273839294869
0-4	5-11	1.6153623176268779	160	2725	6573	180834	2021-01-03	2.9223238447942093	120	2.050920892672584	490	0.6496210835784005	1.51087686540657
0-4	65-80	0.8603855247653367	278	2725	21442	180834	2021-01-03	2.9223238447942093	120	1.6330777093210003	4152	0.3777430000602651	0.8047337557114557
0-4	80+	0.6664056430785508	124	2725	12348	180834	2021-01-03	2.9223238447942093	120	3.7525226547496535	3164	0.19967669462483992	0.6233009511964719
12-17	0-4	1.0316334725832719	141	9070	2725	180834	2021-01-03	2.000354233701129	910	2.9223238447942093	120	0.4191350545915041	0.9649049815616263
12-17	12-17	2.000354233701129	910	9070	9070	180834	2021-01-03	2.000354233701129	910	2.000354233701129	910	1	1.8709665945143226
12-17	18-24	1.0330412043508452	1047	9070	20207	180834	2021-01-03	2.000354233701129	910	1.9016844119835186	4294	0.5294879411270357	0.9662216579116412
12-17	25-64	0.9423895972269469	5127	9070	108469	180834	2021-01-03	2.000354233701129	910	1.0691555047354513	69562	0.6140326485537996	0.8814336109695559
12-17	5-11	1.5408944345004312	508	9070	6573	180834	2021-01-03	2.000354233701129	910	2.050920892672584	490	0.760696021096786	1.4412257409474831
12-17	65-80	0.8879957439093406	955	9070	21442	180834	2021-01-03	2.000354233701129	910	1.6330777093210003	4152	0.4887917307022653	0.8305580806311834
12-17	80+	0.6167931618491886	382	9070	12348	180834	2021-01-03	2.000354233701129	910	3.7525226547496535	3164	0.21442946678988906	0.5768975225000652
18-24	0-4	0.7750393518823299	236	20207	2725	180834	2021-01-03	1.9016844119835186	4294	2.9223238447942093	120	0.3213258811459952	0.7249079749854567
18-24	12-17	1.0330412043508452	1047	20207	9070	180834	2021-01-03	1.9016844119835186	4294	2.000354233701129	910	0.5294879411270357	0.9662216579116412
18-24	18-24	1.9016844119835186	4294	20207	20207	180834	2021-01-03	1.9016844119835186	4294	1.9016844119835186	4294	1	1.7786789700475478
18-24	25-64	0.9368277570614624	11355	20207	108469	180834	2021-01-03	1.9016844119835186	4294	1.0691555047354513	69562	0.6306820854192008	0.8762315237700322
18-24	5-11	0.9298980186139936	683	20207	6573	180834	2021-01-03	1.9016844119835186	4294	2.050920892672584	490	0.4705240958506985	0.8697500171820981
18-24	65-80	0.754173224669674	1807	20207	21442	180834	2021-01-03	1.9016844119835186	4294	1.6330777093210003	4152	0.42671795090490733	0.7053915181929352
18-24	80+	0.568920111411196	785	20207	12348	180834	2021-01-03	1.9016844119835186	4294	3.7525226547496535	3164	0.20123780565394137	0.5321210141007205
25-64	0-4	1.0192552203432579	1666	108469	2725	180834	2021-01-03	1.0691555047354513	69562	2.9223238447942093	120	0.5107155172747482	0.9533273839294869
25-64	12-17	0.9423895972269469	5127	108469	9070	180834	2021-01-03	1.0691555047354513	69562	2.000354233701129	910	0.6140326485537996	0.8814336109695559
25-64	18-24	0.9368277570614624	11355	108469	20207	180834	2021-01-03	1.0691555047354513	69562	1.9016844119835186	4294	0.6306820854192008	0.8762315237700322
25-64	25-64	1.0691555047354513	69562	108469	108469	180834	2021-01-03	1.0691555047354513	69562	1.0691555047354513	69562	1	1
25-64	5-11	0.9754838885281685	3846	108469	6573	180834	2021-01-03	1.0691555047354513	69562	2.050920892672584	490	0.6252948737656164	0.912387285299101
25-64	65-80	0.8904109669555712	11452	108469	21442	180834	2021-01-03	1.0691555047354513	69562	1.6330777093210003	4152	0.6590185941937504	0.8328170813429913
25-64	80+	0.7373098039685089	5461	108469	12348	180834	2021-01-03	1.0691555047354513	69562	3.7525226547496535	3164	0.30583119801062975	0.6896188633953174
5-11	0-4	1.6153623176268779	160	6573	2725	180834	2021-01-03	2.050920892672584	490	2.9223238447942093	120	0.6496210835784005	1.51087686540657
5-11	12-17	1.5408944345004312	508	6573	9070	180834	2021-01-03	2.050920892672584	490	2.000354233701129	910	0.760696021096786	1.4412257409474831
5-11	18-24	0.9298980186139936	683	6573	20207	180834	2021-01-03	2.050920892672584	490	1.9016844119835186	4294	0.4705240958506985	0.8697500171820981
5-11	25-64	0.9754838885281685	3846	6573	108469	180834	2021-01-03	2.050920892672584	490	1.0691555047354513	69562	0.6252948737656164	0.912387285299101
5-11	5-11	2.050920892672584	490	6573	6573	180834	2021-01-03	2.050920892672584	490	2.050920892672584	490	1	1.9182624824814962
5-11	65-80	0.8032033330110646	626	6573	21442	180834	2021-01-03	2.050920892672584	490	1.6330777093210003	4152	0.4360497490831911	0.7512502432560612
5-11	80+	0.5792862137719113	260	6573	12348	180834	2021-01-03	2.050920892672584	490	3.7525226547496535	3164	0.19963534030729654	0.5418166124629814
65-80	0-4	0.8603855247653367	278	21442	2725	180834	2021-01-03	1.6330777093210003	4152	2.9223238447942093	120	0.3777430000602651	0.8047337557114557
65-80	12-17	0.8879957439093406	955	21442	9070	180834	2021-01-03	1.6330777093210003	4152	2.000354233701129	910	0.4887917307022653	0.8305580806311834
65-80	18-24	0.754173224669674	1807	21442	20207	180834	2021-01-03	1.6330777093210003	4152	1.9016844119835186	4294	0.42671795090490733	0.7053915181929352
65-80	25-64	0.8904109669555712	11452	21442	108469	180834	2021-01-03	1.6330777093210003	4152	1.0691555047354513	69562	0.6590185941937504	0.8328170813429913
65-80	5-11	0.8032033330110646	626	21442	6573	180834	2021-01-03	1.6330777093210003	4152	2.050920892672584	490	0.4360497490831911	0.7512502432560612
65-80	65-80	1.6330777093210003	4152	21442	21442	180834	2021-01-03	1.6330777093210003	4152	1.6330777093210003	4152	1	1.5274463836998944
65-80	80+	1.4834673710294988	2172	21442	12348	180834	2021-01-03	1.6330777093210003	4152	3.7525226547496535	3164	0.5509013928795246	1.3875131956567568
80+	0-4	0.6664056430785508	124	12348	2725	180834	2021-01-03	3.7525226547496535	3164	2.9223238447942093	120	0.19967669462483992	0.6233009511964719
80+	12-17	0.6167931618491886	382	12348	9070	180834	2021-01-03	3.7525226547496535	3164	2.000354233701129	910	0.21442946678988906	0.5768975225000652
80+	18-24	0.568920111411196	785	12348	20207	180834	2021-01-03	3.7525226547496535	3164	1.9016844119835186	4294	0.20123780565394137	0.5321210141007205
80+	25-64	0.7373098039685089	5461	12348	108469	180834	2021-01-03	3.7525226547496535	3164	1.0691555047354513	69562	0.30583119801062975	0.6896188633953174
80+	5-11	0.5792862137719113	260	12348	6573	180834	2021-01-03	3.7525226547496535	3164	2.050920892672584	490	0.19963534030729654	0.5418166124629814
80+	65-80	1.4834673710294988	2172	12348	21442	180834	2021-01-03	3.7525226547496535	3164	1.6330777093210003	4152	0.5509013928795246	1.3875131956567568
80+	80+	3.7525226547496535	3164	12348	12348	180834	2021-01-03	3.7525226547496535	3164	3.7525226547496535	3164	1	3.509800621265254
0-4	0-4	3.2316641795843584	296	4661	4661	237188	2021-01-31	3.2316641795843584	296	3.2316641795843584	296	1	2.9350829991570113
0-4	12-17	1.2840520615939042	333	4661	13197	237188	2021-01-31	3.2316641795843584	296	1.9965318891002626	1466	0.49120271876757027	1.166210090709829
0-4	18-24	0.6159491928785168	415	4661	34286	237188	2021-01-31	3.2316641795843584	296	2.724717624256629	13504	0.2068199162388551	0.559421370507234
0-4	25-64	1.015770243098214	2742	4661	137368	237188	2021-01-31	3.2316641795843584	296	1.1010469484210594	87596	0.4688843604331537	0.9225494376555557
0-4	5-11	1.8794486010342983	382	4661	10343	237188	2021-01-31	3.2316641795843584	296	2.55861813714003	1154	0.6491733902527634	1.70696499702351
0-4	65-80	0.7261385977773122	350	4661	24528	237188	2021-01-31	3.2316641795843584	296	1.74257190532199	4420	0.29195984484157567	0.6594983064242818
0-4	80+	0.5682900832642125	143	4661	12805	237188	2021-01-31	3.2316641795843584	296	4.299147574656705	2972	0.15092399114721555	0.5161361048946739
12-17	0-4	1.2840520615939042	333	13197	4661	237188	2021-01-31	1.9965318891002626	1466	3.2316641795843584	296	0.49120271876757027	1.166210090709829
12-17	12-17	1.9965318891002626	1466	13197	13197	237188	2021-01-31	1.9965318891002626	1466	1.9965318891002626	1466	1	1.8133031402188258
12-17	18-24	0.8465901347844151	1615	13197	34286	237188	2021-01-31	1.9965318891002626	1466	2.724717624256629	13504	0.3586296942745035	0.7688955825166724
12-17	25-64	0.970159357143583	7415	13197	137368	237188	2021-01-31	1.9965318891002626	1466	1.1010469484210594	87596	0.6263984925206314	0.8811244230183155
12-17	5-11	1.4544420826512925	837	13197	10343	237188	2021-01-31	1.9965318891002626	1466	2.55861813714003	1154	0.6385923951013103	1.3209628206472162
12-17	65-80	0.8133516261750964	1110	13197	24528	237188	2021-01-31	1.9965318891002626	1466	1.74257190532199	4420	0.4350516438663192	0.7387074886692812
12-17	80+	0.5909081960074167	421	13197	12805	237188	2021-01-31	1.9965318891002626	1466	4.299147574656705	2972	0.1877186408263518	0.5366784739331961
18-24	0-4	0.6159491928785168	415	34286	4661	237188	2021-01-31	2.724717624256629	13504	3.2316641795843584	296	0.2068199162388551	0.559421370507234
18-24	12-17	0.8465901347844151	1615	34286	13197	237188	2021-01-31	2.724717624256629	13504	1.9965318891002626	1466	0.3586296942745035	0.7688955825166724
18-24	18-24	2.724717624256629	13504	34286	34286	237188	2021-01-31	2.724717624256629	13504	2.724717624256629	13504	1	2.474660711029599
18-24	25-64	0.7331989987612313	14559	34286	137368	237188	2021-01-31	2.724717624256629	13504	1.1010469484210594	87596	0.3832954092353144	0.6659107495939794
18-24	5-11	0.637414986558376	953	34286	10343	237188	2021-01-31	2.724717624256629	13504	2.55861813714003	1154	0.24129262850024671	0.5789171728530303
18-24	65-80	0.6560296465280597	2326	34286	24528	237188	2021-01-31	2.724717624256629	13504	1.74257190532199	4420	0.29370366177718515	0.5958235000504107
18-24	80+	0.49379024633339563	914	34286	12805	237188	2021-01-31	2.724717624256629	13504	4.299147574656705	2972	0.14060356580014952	0.44847337985133917
25-64	0-4	1.015770243098214	2742	137368	4661	237188	2021-01-31	1.1010469484210594	87596	3.2316641795843584	296	0.4688843604331537	0.9225494376555557
25-64	12-17	0.970159357143583	7415	137368	13197	237188	2021-01-31	1.1010469484210594	87596	1.9965318891002626	1466	0.6263984925206314	0.8811244230183155
25-64	18-24	0.7331989987612313	14559	137368	34286	237188	2021-01-31	1.1010469484210594	87596	2.724717624256629	13504	0.3832954092353144	0.6659107495939794
25-64	25-64	1.1010469484210594	87596	137368	137368	237188	2021-01-31	1.1010469484210594	87596	1.1010469484210594	87596	1	1
25-64	5-11	0.9774341598798056	5855	137368	10343	237188	2021-01-31	1.1010469484210594	87596	2.55861813714003	1154	0.5341659070040002	0.8877315915379277
25-64	65-80	0.9395689603465095	13347	137368	24528	237188	2021-01-31	1.1010469484210594	87596	1.74257190532199	4420	0.6608262278960184	0.8533414144545651
25-64	80+	0.7893693755881049	5854	137368	12805	237188	2021-01-31	1.1010469484210594	87596	4.299147574656705	2972	0.292348496786451	0.7169261735115735
5-11	0-4	1.8794486010342983	382	10343	4661	237188	2021-01-31	2.55861813714003	1154	3.2316641795843584	296	0.6491733902527634	1.70696499702351
5-11	12-17	1.4544420826512925	837	10343	13197	237188	2021-01-31	2.55861813714003	1154	1.9965318891002626	1466	0.6385923951013103	1.3209628206472162
5-11	18-24	0.637414986558376	953	10343	34286	237188	2021-01-31	2.55861813714003	1154	2.724717624256629	13504	0.24129262850024671	0.5789171728530303
5-11	25-64	0.9774341598798056	5855	10343	137368	237188	2021-01-31	2.55861813714003	1154	1.1010469484210594	87596	0.5341659070040002	0.8877315915379277
5-11	5-11	2.55861813714003	1154	10343	10343	237188	2021-01-31	2.55861813714003	1154	2.55861813714003	1154	1	2.323804757652868
5-11	65-80	0.7647814699764168	818	10343	24528	237188	2021-01-31	2.55861813714003	1154	1.74257190532199	4420	0.35561389402764104	0.6945947864195443
5-11	80+	0.6160628966095868	344	10343	12805	237188	2021-01-31	2.55861813714003	1154	4.299147574656705	2972	0.1796686916701849	0.5595246392472573
65-80	0-4	0.7261385977773122	350	24528	4661	237188	2021-01-31	1.74257190532199	4420	3.2316641795843584	296	0.29195984484157567	0.6594983064242818
