x	y	RR	N_pairs	N_x	N_y	N_total	nRR_fixed	season_date	season	season_label
18-24	12-17	0.9061553355686588	19093	256155	148189	1801554	0.8795484563567749	2021-04-15	Mar-May	Mar-May 2021
18-24	18-24	1.514158630164323	55148	256155	256155	1801554	1.4696993258937905	2021-04-15	Mar-May	Mar-May 2021
18-24	25-64	0.9376842997515354	148366	256155	1112813	1801554	0.9101516550458545	2021-04-15	Mar-May	Mar-May 2021
18-24	5-11	0.8580236195837361	12250	256155	100411	1801554	0.8328300022081001	2021-04-15	Mar-May	Mar-May 2021
18-24	65-80	0.8076634656912656	12842	256155	111827	1801554	0.7839485423972221	2021-04-15	Mar-May	Mar-May 2021
18-24	80+	0.7911306434882175	3451	256155	30679	1801554	0.7679011632370183	2021-04-15	Mar-May	Mar-May 2021
25-64	0-4	0.9634284738366148	24685	1112813	41480	1801554	0.935139918854401	2021-04-15	Mar-May	Mar-May 2021
25-64	12-17	0.9562272001759464	87529	1112813	148189	1801554	0.9281500917426192	2021-04-15	Mar-May	Mar-May 2021
25-64	18-24	0.9376842997515354	148366	1112813	256155	1801554	0.9101516550458545	2021-04-15	Mar-May	Mar-May 2021
25-64	25-64	1.0302506121403403	708174	1112813	1112813	1801554	1	2021-04-15	Mar-May	Mar-May 2021
25-64	5-11	0.9725508866906037	60321	1112813	100411	1801554	0.943994475936427	2021-04-15	Mar-May	Mar-May 2021
25-64	65-80	0.9615909512379973	66422	1112813	111827	1801554	0.9333563502964556	2021-04-15	Mar-May	Mar-May 2021
25-64	80+	0.9137585875194608	17316	1112813	30679	1801554	0.8869284587185365	2021-04-15	Mar-May	Mar-May 2021
5-11	0-4	1.3404444490617045	3099	100411	41480	1801554	1.3010858069542304	2021-04-15	Mar-May	Mar-May 2021
5-11	12-17	1.102134424117166	9103	100411	148189	1801554	1.0697731320222053	2021-04-15	Mar-May	Mar-May 2021
5-11	18-24	0.8580236195837361	12250	100411	256155	1801554	0.8328300022081001	2021-04-15	Mar-May	Mar-May 2021
5-11	25-64	0.9725508866906037	60321	100411	1112813	1801554	0.943994475936427	2021-04-15	Mar-May	Mar-May 2021
5-11	5-11	1.5713436000146537	8794	100411	100411	1801554	1.5252052088085593	2021-04-15	Mar-May	Mar-May 2021
5-11	65-80	0.878262037429128	5474	100411	111827	1801554	0.8524741718954606	2021-04-15	Mar-May	Mar-May 2021
5-11	80+	0.8012081528463761	1370	100411	30679	1801554	0.7776827729147089	2021-04-15	Mar-May	Mar-May 2021
65-80	0-4	0.9674657295628643	2491	111827	41480	1801554	0.9390586311353499	2021-04-15	Mar-May	Mar-May 2021
65-80	12-17	0.92515436628506	8510	111827	148189	1801554	0.8979896302736056	2021-04-15	Mar-May	Mar-May 2021
65-80	18-24	0.8076634656912656	12842	111827	256155	1801554	0.7839485423972221	2021-04-15	Mar-May	Mar-May 2021
65-80	25-64	0.9615909512379973	66422	111827	1112813	1801554	0.9333563502964556	2021-04-15	Mar-May	Mar-May 2021
65-80	5-11	0.878262037429128	5474	111827	100411	1801554	0.8524741718954606	2021-04-15	Mar-May	Mar-May 2021
65-80	65-80	1.848622722361887	12832	111827	111827	1801554	1.7943427556149496	2021-04-15	Mar-May	Mar-May 2021
65-80	80+	1.7097940717395546	3256	111827	30679	1801554	1.6595904448796843	2021-04-15	Mar-May	Mar-May 2021
80+	0-4	0.9810713020440639	693	30679	41480	1801554	0.9522647115985627	2021-04-15	Mar-May	Mar-May 2021
80+	12-17	0.8159179060137327	2059	30679	148189	1801554	0.7919606126888559	2021-04-15	Mar-May	Mar-May 2021
80+	18-24	0.7911306434882175	3451	30679	256155	1801554	0.7679011632370183	2021-04-15	Mar-May	Mar-May 2021
80+	25-64	0.9137585875194608	17316	30679	1112813	1801554	0.8869284587185365	2021-04-15	Mar-May	Mar-May 2021
80+	5-11	0.8012081528463761	1370	30679	100411	1801554	0.7776827729147089	2021-04-15	Mar-May	Mar-May 2021
80+	65-80	1.7097940717395546	3256	30679	111827	1801554	1.6595904448796843	2021-04-15	Mar-May	Mar-May 2021
80+	80+	4.850332328733581	2534	30679	30679	1801554	4.707915017548051	2021-04-15	Mar-May	Mar-May 2021
0-4	0-4	3.417578676831217	310	5433	5433	325414	3.135336583666594	2021-01-15	Dec-Feb	Dec-Feb 2021
0-4	12-17	1.2209019606536613	375	5433	18397	325414	1.1200732870492291	2021-01-15	Dec-Feb	Dec-Feb 2021
0-4	18-24	0.6788282974175548	504	5433	44470	325414	0.6227669927104005	2021-01-15	Dec-Feb	Dec-Feb 2021
0-4	25-64	0.9900058879552158	3189	5433	192936	325414	0.9082458582721943	2021-01-15	Dec-Feb	Dec-Feb 2021
0-4	5-11	1.94376171919289	431	5433	13281	325414	1.7832353851665608	2021-01-15	Dec-Feb	Dec-Feb 2021
0-4	65-80	0.8079342100182729	446	5433	33064	325414	0.7412106422125725	2021-01-15	Dec-Feb	Dec-Feb 2021
0-4	80+	0.5978498553088134	178	5433	17833	325414	0.5484761874238706	2021-01-15	Dec-Feb	Dec-Feb 2021
12-17	0-4	1.2209019606536613	375	18397	5433	325414	1.1200732870492291	2021-01-15	Dec-Feb	Dec-Feb 2021
12-17	12-17	1.9325835326936365	2010	18397	18397	325414	1.7729803536415358	2021-01-15	Dec-Feb	Dec-Feb 2021
12-17	18-24	0.918827692585216	2310	18397	44470	325414	0.8429459424528898	2021-01-15	Dec-Feb	Dec-Feb 2021
12-17	25-64	0.9567754542301232	10436	18397	192936	325414	0.8777597731219924	2021-01-15	Dec-Feb	Dec-Feb 2021
12-17	5-11	1.4264216448374896	1071	18397	13281	325414	1.3086200464416493	2021-01-15	Dec-Feb	Dec-Feb 2021
12-17	65-80	0.8693350677014332	1625	18397	33064	325414	0.7975406856633983	2021-01-15	Dec-Feb	Dec-Feb 2021
12-17	80+	0.5653790000070746	570	18397	17833	325414	0.518686950611075	2021-01-15	Dec-Feb	Dec-Feb 2021
18-24	0-4	0.6788282974175548	504	44470	5433	325414	0.6227669927104005	2021-01-15	Dec-Feb	Dec-Feb 2021
18-24	12-17	0.918827692585216	2310	44470	18397	325414	0.8429459424528898	2021-01-15	Dec-Feb	Dec-Feb 2021
18-24	18-24	2.4913104495497502	15140	44470	44470	325414	2.2855645860321956	2021-01-15	Dec-Feb	Dec-Feb 2021
18-24	25-64	0.7959115499584754	20985	44470	192936	325414	0.7301808783115928	2021-01-15	Dec-Feb	Dec-Feb 2021
18-24	5-11	0.7096663144691351	1288	44470	13281	325414	0.6510582398688134	2021-01-15	Dec-Feb	Dec-Feb 2021
18-24	65-80	0.6548754006580502	2959	44470	33064	325414	0.6007922554486099	2021-01-15	Dec-Feb	Dec-Feb 2021
18-24	80+	0.5268775804946755	1284	44470	17833	325414	0.48336518612948975	2021-01-15	Dec-Feb	Dec-Feb 2021
25-64	0-4	0.9900058879552158	3189	192936	5433	325414	0.9082458582721943	2021-01-15	Dec-Feb	Dec-Feb 2021
25-64	12-17	0.9567754542301232	10436	192936	18397	325414	0.8777597731219924	2021-01-15	Dec-Feb	Dec-Feb 2021
25-64	18-24	0.7959115499584754	20985	192936	44470	325414	0.7301808783115928	2021-01-15	Dec-Feb	Dec-Feb 2021
25-64	25-64	1.0900197110048573	124688	192936	192936	325414	1	2021-01-15	Dec-Feb	Dec-Feb 2021
25-64	5-11	0.9664443315214356	7610	192936	13281	325414	0.8866301423398104	2021-01-15	Dec-Feb	Dec-Feb 2021
25-64	65-80	0.9084116969818209	17808	192936	33064	325414	0.8333901559856957	2021-01-15	Dec-Feb	Dec-Feb 2021
25-64	80+	0.7774462463141115	8220	192936	17833	325414	0.7132405391067713	2021-01-15	Dec-Feb	Dec-Feb 2021
5-11	0-4	1.94376171919289	431	13281	5433	325414	1.7832353851665608	2021-01-15	Dec-Feb	Dec-Feb 2021
5-11	12-17	1.4264216448374896	1071	13281	18397	325414	1.3086200464416493	2021-01-15	Dec-Feb	Dec-Feb 2021
5-11	18-24	0.7096663144691351	1288	13281	44470	325414	0.6510582398688134	2021-01-15	Dec-Feb	Dec-Feb 2021
5-11	25-64	0.9664443315214356	7610	13281	192936	325414	0.8866301423398104	2021-01-15	Dec-Feb	Dec-Feb 2021
5-11	5-11	2.494315425224943	1352	13281	13281	325414	2.288321394597082	2021-01-15	Dec-Feb	Dec-Feb 2021
5-11	65-80	0.809231358748464	1092	13281	33064	325414	0.7424006653993965	2021-01-15	Dec-Feb	Dec-Feb 2021
5-11	80+	0.6004301434242507	437	13281	17833	325414	0.5508433814198935	2021-01-15	Dec-Feb	Dec-Feb 2021
65-80	0-4	0.8079342100182729	446	33064	5433	325414	0.7412106422125725	2021-01-15	Dec-Feb	Dec-Feb 2021
65-80	12-17	0.8693350677014332	1625	33064	18397	325414	0.7975406856633983	2021-01-15	Dec-Feb	Dec-Feb 2021
65-80	18-24	0.6548754006580502	2959	33064	44470	325414	0.6007922554486099	2021-01-15	Dec-Feb	Dec-Feb 2021
65-80	25-64	0.9084116969818209	17808	33064	192936	325414	0.8333901559856957	2021-01-15	Dec-Feb	Dec-Feb 2021
65-80	5-11	0.809231358748464	1092	33064	13281	325414	0.7424006653993965	2021-01-15	Dec-Feb	Dec-Feb 2021
65-80	65-80	1.8127701513079297	6090	33064	33064	325414	1.6630618079711512	2021-01-15	Dec-Feb	Dec-Feb 2021
65-80	80+	1.6799682730693806	3044	33064	17833	325414	1.5412274256221175	2021-01-15	Dec-Feb	Dec-Feb 2021
80+	0-4	0.5978498553088134	178	17833	5433	325414	0.5484761874238706	2021-01-15	Dec-Feb	Dec-Feb 2021
80+	12-17	0.5653790000070746	570	17833	18397	325414	0.518686950611075	2021-01-15	Dec-Feb	Dec-Feb 2021
80+	18-24	0.5268775804946755	1284	17833	44470	325414	0.48336518612948975	2021-01-15	Dec-Feb	Dec-Feb 2021
80+	25-64	0.7774462463141115	8220	17833	192936	325414	0.7132405391067713	2021-01-15	Dec-Feb	Dec-Feb 2021
80+	5-11	0.6004301434242507	437	17833	13281	325414	0.5508433814198935	2021-01-15	Dec-Feb	Dec-Feb 2021
80+	65-80	1.6799682730693806	3044	17833	33064	325414	1.5412274256221175	2021-01-15	Dec-Feb	Dec-Feb 2021
80+	80+	4.195379687459578	4100	17833	17833	325414	3.84890258873574	2021-01-15	Dec-Feb	Dec-Feb 2021
0-4	0-4	1.9365414551183346	1818	37034	37034	1460946	1.8669072701830551	2021-07-15	Jun-Aug	Jun-Aug 2021
0-4	12-17	1.0447081092157768	2932	37034	110714	1460946	1.0071424803012787	2021-07-15	Jun-Aug	Jun-Aug 2021
0-4	18-24	0.9078513780847369	5531	37034	240338	1460946	0.8752068454370029	2021-07-15	Jun-Aug	Jun-Aug 2021
0-4	25-64	0.9567617881393145	21131	37034	871264	1460946	0.9223585342775319	2021-07-15	Jun-Aug	Jun-Aug 2021
0-4	5-11	1.3434833728830822	3443	37034	101097	1460946	1.295174378826925	2021-07-15	Jun-Aug	Jun-Aug 2021
0-4	65-80	0.87089018823223	1811	37034	82033	1460946	0.839574706570115	2021-07-15	Jun-Aug	Jun-Aug 2021
0-4	80+	0.7861556313923385	368	37034	18466	1460946	0.7578870361192565	2021-07-15	Jun-Aug	Jun-Aug 2021
12-17	0-4	1.0447081092157768	2932	110714	37034	1460946	1.0071424803012787	2021-07-15	Jun-Aug	Jun-Aug 2021
12-17	12-17	1.9603886415616187	16448	110714	110714	1460946	1.8898969591601276	2021-07-15	Jun-Aug	Jun-Aug 2021
12-17	18-24	0.8795725978195655	16020	110714	240338	1460946	0.847944913951146	2021-07-15	Jun-Aug	Jun-Aug 2021
12-17	25-64	0.9004417561344651	59453	110714	871264	1460946	0.8680636587772445	2021-07-15	Jun-Aug	Jun-Aug 2021
12-17	5-11	1.1859491991027762	9086	110714	101097	1460946	1.1433048210875774	2021-07-15	Jun-Aug	Jun-Aug 2021
12-17	65-80	0.8991969717088735	5590	110714	82033	1460946	0.8668636343275713	2021-07-15	Jun-Aug	Jun-Aug 2021
12-17	80+	0.8467927700255103	1185	110714	18466	1460946	0.8163437836668832	2021-07-15	Jun-Aug	Jun-Aug 2021
18-24	0-4	0.9078513780847369	5531	240338	37034	1460946	0.8752068454370029	2021-07-15	Jun-Aug	Jun-Aug 2021
18-24	12-17	0.8795725978195655	16020	240338	110714	1460946	0.847944913951146	2021-07-15	Jun-Aug	Jun-Aug 2021
18-24	18-24	1.3577948144858858	53684	240338	240338	1460946	1.3089712094108805	2021-07-15	Jun-Aug	Jun-Aug 2021
18-24	25-64	0.961052810567034	137748	240338	871264	1460946	0.9264952600603211	2021-07-15	Jun-Aug	Jun-Aug 2021
18-24	5-11	0.8647543134486586	14382	240338	101097	1460946	0.8336594656584857	2021-07-15	Jun-Aug	Jun-Aug 2021
18-24	65-80	0.7999185594980749	10795	240338	82033	1460946	0.7711550766622026	2021-07-15	Jun-Aug	Jun-Aug 2021
18-24	80+	0.716963035326029	2178	240338	18466	1460946	0.6911824683974469	2021-07-15	Jun-Aug	Jun-Aug 2021
25-64	0-4	0.9567617881393145	21131	871264	37034	1460946	0.9223585342775319	2021-07-15	Jun-Aug	Jun-Aug 2021
25-64	12-17	0.9004417561344651	59453	871264	110714	1460946	0.8680636587772445	2021-07-15	Jun-Aug	Jun-Aug 2021
25-64	18-24	0.961052810567034	137748	871264	240338	1460946	0.9264952600603211	2021-07-15	Jun-Aug	Jun-Aug 2021
25-64	25-64	1.037299219970605	538976	871264	871264	1460946	1	2021-07-15	Jun-Aug	Jun-Aug 2021
25-64	5-11	0.9476010935158838	57132	871264	101097	1460946	0.9135272400404745	2021-07-15	Jun-Aug	Jun-Aug 2021
25-64	65-80	0.9622869124324722	47077	871264	82033	1460946	0.9276849860734895	2021-07-15	Jun-Aug	Jun-Aug 2021
25-64	80+	0.8850800034731127	9747	871264	18466	1460946	0.8532542842345857	2021-07-15	Jun-Aug	Jun-Aug 2021
5-11	0-4	1.3434833728830822	3443	101097	37034	1460946	1.295174378826925	2021-07-15	Jun-Aug	Jun-Aug 2021
5-11	12-17	1.1859491991027762	9086	101097	110714	1460946	1.1433048210875774	2021-07-15	Jun-Aug	Jun-Aug 2021
5-11	18-24	0.8647543134486586	14382	101097	240338	1460946	0.8336594656584857	2021-07-15	Jun-Aug	Jun-Aug 2021
5-11	25-64	0.9476010935158838	57132	101097	871264	1460946	0.9135272400404745	2021-07-15	Jun-Aug	Jun-Aug 2021
5-11	5-11	1.6135210211246735	11288	101097	101097	1460946	1.555502009507341	2021-07-15	Jun-Aug	Jun-Aug 2021
5-11	65-80	0.8593084790570444	4878	101097	82033	1460946	0.8284094526566746	2021-07-15	Jun-Aug	Jun-Aug 2021
5-11	80+	0.6949219509720166	888	101097	18466	1460946	0.6699339376652662	2021-07-15	Jun-Aug	Jun-Aug 2021
65-80	0-4	0.87089018823223	1811	82033	37034	1460946	0.839574706570115	2021-07-15	Jun-Aug	Jun-Aug 2021
65-80	12-17	0.8991969717088735	5590	82033	110714	1460946	0.8668636343275713	2021-07-15	Jun-Aug	Jun-Aug 2021
65-80	18-24	0.7999185594980749	10795	82033	240338	1460946	0.7711550766622026	2021-07-15	Jun-Aug	Jun-Aug 2021
65-80	25-64	0.9622869124324722	47077	82033	871264	1460946	0.9276849860734895	2021-07-15	Jun-Aug	Jun-Aug 2021
65-80	5-11	0.8593084790570444	4878	82033	101097	1460946	0.8284094526566746	2021-07-15	Jun-Aug	Jun-Aug 2021
65-80	65-80	2.095435457224314	9652	82033	82033	1460946	2.020087759521977	2021-07-15	Jun-Aug	Jun-Aug 2021
65-80	80+	2.1506889381911005	2230	82033	18466	1460946	2.0733544350414594	2021-07-15	Jun-Aug	Jun-Aug 2021
80+	0-4	0.7861556313923385	368	18466	37034	1460946	0.7578870361192565	2021-07-15	Jun-Aug	Jun-Aug 2021
80+	12-17	0.8467927700255103	1185	18466	110714	1460946	0.8163437836668832	2021-07-15	Jun-Aug	Jun-Aug 2021
80+	18-24	0.716963035326029	2178	18466	240338	1460946	0.6911824683974469	2021-07-15	Jun-Aug	Jun-Aug 2021
80+	25-64	0.8850800034731127	9747	18466	871264	1460946	0.8532542842345857	2021-07-15	Jun-Aug	Jun-Aug 2021
80+	5-11	0.6949219509720166	888	18466	101097	1460946	0.6699339376652662	2021-07-15	Jun-Aug	Jun-Aug 2021
80+	65-80	2.1506889381911005	2230	18466	82033	1460946	2.0733544350414594	2021-07-15	Jun-Aug	Jun-Aug 2021
80+	80+	8.011800157654777	1870	18466	18466	1460946	7.723711734673642	2021-07-15	Jun-Aug	Jun-Aug 2021
0-4	0-4	6.448717355422895	76	441	441	16502	4.763905141230635	2024-07-15	Jun-Aug	Jun-Aug 2024
0-4	12-17	1.0231983418367347	7	441	256	16502	0.7558743192668623	2024-07-15	Jun-Aug	Jun-Aug 2024
0-4	18-24	1.222862478324663	25	441	765	16502	0.9033735743759956	2024-07-15	Jun-Aug	Jun-Aug 2024
0-4	25-64	1.086105081153741	170	441	5857	16502	0.8023458456702223	2024-07-15	Jun-Aug	Jun-Aug 2024
0-4	5-11	5.045338734744834	24	441	178	16502	3.7271776406030397	2024-07-15	Jun-Aug	Jun-Aug 2024
0-4	65-80	0.7021585217121497	89	441	4743	16502	0.5187103740452356	2024-07-15	Jun-Aug	Jun-Aug 2024
0-4	80+	0.4389904561856027	50	441	4262	16502	0.3242984264793584	2024-07-15	Jun-Aug	Jun-Aug 2024
12-17	0-4	1.0231983418367347	7	256	441	16502	0.7558743192668623	2024-07-15	Jun-Aug	Jun-Aug 2024
12-17	12-17	6.0432281494140625	24	256	256	16502	4.464355322754782	2024-07-15	Jun-Aug	Jun-Aug 2024
12-17	18-24	2.4436223447712417	29	256	765	16502	1.8051938718778548	2024-07-15	Jun-Aug	Jun-Aug 2024
12-17	25-64	1.111585896149906	101	256	5857	16502	0.8211694626583198	2024-07-15	Jun-Aug	Jun-Aug 2024
12-17	5-11	4.345703125	12	256	178	16502	3.2103310345956233	2024-07-15	Jun-Aug	Jun-Aug 2024
12-17	65-80	0.6523569273139364	48	256	4743	16502	0.48192010110892497	2024-07-15	Jun-Aug	Jun-Aug 2024
12-17	80+	0.5293610320858751	35	256	4262	16502	0.3910585009901832	2024-07-15	Jun-Aug	Jun-Aug 2024
18-24	0-4	1.222862478324663	25	765	441	16502	0.9033735743759956	2024-07-15	Jun-Aug	Jun-Aug 2024
18-24	12-17	2.4436223447712417	29	765	256	16502	1.8051938718778548	2024-07-15	Jun-Aug	Jun-Aug 2024
18-24	18-24	3.1017488999957283	110	765	765	16502	2.2913762097311063	2024-07-15	Jun-Aug	Jun-Aug 2024
18-24	25-64	1.2816789250558798	348	765	5857	16502	0.9468234509217767	2024-07-15	Jun-Aug	Jun-Aug 2024
18-24	5-11	1.0906881104501727	9	765	178	16502	0.80573149829296	2024-07-15	Jun-Aug	Jun-Aug 2024
18-24	65-80	0.6048864580620357	133	765	4743	16502	0.44685191621854686	2024-07-15	Jun-Aug	Jun-Aug 2024
18-24	80+	0.5618041178617544	111	765	4262	16502	0.4150254039581242	2024-07-15	Jun-Aug	Jun-Aug 2024
25-64	0-4	1.086105081153741	170	5857	441	16502	0.8023458456702223	2024-07-15	Jun-Aug	Jun-Aug 2024
25-64	12-17	1.111585896149906	101	5857	256	16502	0.8211694626583198	2024-07-15	Jun-Aug	Jun-Aug 2024
25-64	18-24	1.2816789250558798	348	5857	765	16502	0.9468234509217767	2024-07-15	Jun-Aug	Jun-Aug 2024
25-64	25-64	1.353661998768731	2814	5857	5857	16502	1	2024-07-15	Jun-Aug	Jun-Aug 2024
25-64	5-11	1.1238285888584292	71	5857	178	16502	0.8302135908968749	2024-07-15	Jun-Aug	Jun-Aug 2024
25-64	65-80	0.8161969846309998	1374	5857	4743	16502	0.6029547888419704	2024-07-15	Jun-Aug	Jun-Aug 2024
25-64	80+	0.6471882622172893	979	5857	4262	16502	0.47810181774029353	2024-07-15	Jun-Aug	Jun-Aug 2024
5-11	0-4	5.045338734744834	24	178	441	16502	3.7271776406030397	2024-07-15	Jun-Aug	Jun-Aug 2024
5-11	12-17	4.345703125	12	178	256	16502	3.2103310345956233	2024-07-15	Jun-Aug	Jun-Aug 2024
5-11	18-24	1.0906881104501727	9	178	765	16502	0.80573149829296	2024-07-15	Jun-Aug	Jun-Aug 2024
5-11	25-64	1.1238285888584292	71	178	5857	16502	0.8302135908968749	2024-07-15	Jun-Aug	Jun-Aug 2024
5-11	5-11	4.1666771872238355	8	178	178	16502	3.0780779773782356	2024-07-15	Jun-Aug	Jun-Aug 2024
5-11	65-80	0.6450274443473173	33	178	4743	16502	0.4765055419550994	2024-07-15	Jun-Aug	Jun-Aug 2024
5-11	80+	0.45679746281484135	21	178	4262	16502	0.3374531184522701	2024-07-15	Jun-Aug	Jun-Aug 2024
65-80	0-4	0.7021585217121497	89	4743	441	16502	0.5187103740452356	2024-07-15	Jun-Aug	Jun-Aug 2024
65-80	12-17	0.6523569273139364	48	4743	256	16502	0.48192010110892497	2024-07-15	Jun-Aug	Jun-Aug 2024
65-80	18-24	0.6048864580620357	133	4743	765	16502	0.44685191621854686	2024-07-15	Jun-Aug	Jun-Aug 2024
65-80	25-64	0.8161969846309998	1374	4743	5857	16502	0.6029547888419704	2024-07-15	Jun-Aug	Jun-Aug 2024
65-80	5-11	0.6450274443473173	33	4743	178	16502	0.4765055419550994	2024-07-15	Jun-Aug	Jun-Aug 2024
65-80	65-80	1.211826352263013	1652	4743	4743	16502	0.8952207813806331	2024-07-15	Jun-Aug	Jun-Aug 2024
65-80	80+	1.1543019805521397	1414	4743	4262	16502	0.8527254082644515	2024-07-15	Jun-Aug	Jun-Aug 2024
80+	0-4	0.4389904561856027	50	4262	441	16502	0.3242984264793584	2024-07-15	Jun-Aug	Jun-Aug 2024
80+	12-17	0.5293610320858751	35	4262	256	16502	0.3910585009901832	2024-07-15	Jun-Aug	Jun-Aug 2024
80+	18-24	0.5618041178617544	111	4262	765	16502	0.4150254039581242	2024-07-15	Jun-Aug	Jun-Aug 2024
80+	25-64	0.6471882622172893	979	4262	5857	16502	0.47810181774029353	2024-07-15	Jun-Aug	Jun-Aug 2024
80+	5-11	0.45679746281484135	21	4262	178	16502	0.3374531184522701	2024-07-15	Jun-Aug	Jun-Aug 2024
80+	65-80	1.1543019805521397	1414	4262	4743	16502	0.8527254082644515	2024-07-15	Jun-Aug	Jun-Aug 2024
80+	80+	1.5007893906426133	1652	4262	4262	16502	1.108688425919991	2024-07-15	Jun-Aug	Jun-Aug 2024
0-4	0-4	4.779642857142857	52	420	420	16214	3.771740379396476	2024-10-15	Sep-Nov	Sep-Nov 2024
0-4	12-17	3.17922502334267	21	420	255	16214	2.5088090792828144	2024-10-15	Sep-Nov	Sep-Nov 2024
0-4	18-24	1.1737974581724582	18	420	592	16214	0.9262740758142134	2024-10-15	Sep-Nov	Sep-Nov 2024
0-4	25-64	1.331709375969629	180	420	5218	16214	1.0508864735487926	2024-10-15	Sep-Nov	Sep-Nov 2024
0-4	5-11	2.5605320699708454	13	420	196	16214	2.020582392807017	2024-10-15	Sep-Nov	Sep-Nov 2024
0-4	65-80	0.6772769887682168	90	420	5130	16214	0.5344568711353794	2024-10-15	Sep-Nov	Sep-Nov 2024
0-4	80+	0.4033207877745693	46	420	4403	16214	0.31827091407592845	2024-10-15	Sep-Nov	Sep-Nov 2024
12-17	0-4	3.17922502334267	21	255	420	16214	2.5088090792828144	2024-10-15	Sep-Nov	Sep-Nov 2024
12-17	12-17	3.98961937716263	16	255	255	16214	3.148312322285537	2024-10-15	Sep-Nov	Sep-Nov 2024
12-17	18-24	1.5036897191308956	14	255	592	16214	1.1866006313115267	2024-10-15	Sep-Nov	Sep-Nov 2024
12-17	25-64	1.5719395155532507	129	255	5218	16214	1.2404583191651473	2024-10-15	Sep-Nov	Sep-Nov 2024
12-17	5-11	3.2441176470588236	10	255	196	16214	2.56001753491657	2024-10-15	Sep-Nov	Sep-Nov 2024
12-17	65-80	0.5701525054466231	46	255	5130	16214	0.4499221576761468	2024-10-15	Sep-Nov	Sep-Nov 2024
12-17	80+	0.27438243978036364	19	255	4403	16214	0.21652231316202453	2024-10-15	Sep-Nov	Sep-Nov 2024
18-24	0-4	1.1737974581724582	18	592	420	16214	0.9262740758142134	2024-10-15	Sep-Nov	Sep-Nov 2024
18-24	12-17	1.5036897191308956	14	592	255	16214	1.1866006313115267	2024-10-15	Sep-Nov	Sep-Nov 2024
18-24	18-24	6.291958660518627	136	592	592	16214	4.96514807793769	2024-10-15	Sep-Nov	Sep-Nov 2024
18-24	25-64	1.1757433338858214	224	592	5218	16214	0.9278096169039437	2024-10-15	Sep-Nov	Sep-Nov 2024
18-24	5-11	1.1179071290678433	8	592	196	16214	0.8821695647864486	2024-10-15	Sep-Nov	Sep-Nov 2024
18-24	65-80	0.6299895290026869	118	592	5130	16214	0.49714110785189597	2024-10-15	Sep-Nov	Sep-Nov 2024
18-24	80+	0.4603115351326798	74	592	4403	16214	0.36324379374231053	2024-10-15	Sep-Nov	Sep-Nov 2024
25-64	0-4	1.331709375969629	180	5218	420	16214	1.0508864735487926	2024-10-15	Sep-Nov	Sep-Nov 2024
25-64	12-17	1.5719395155532507	129	5218	255	16214	1.2404583191651473	2024-10-15	Sep-Nov	Sep-Nov 2024
25-64	18-24	1.1757433338858214	224	5218	592	16214	0.9278096169039437	2024-10-15	Sep-Nov	Sep-Nov 2024
25-64	25-64	1.2672247759289461	2128	5218	5218	16214	1	2024-10-15	Sep-Nov	Sep-Nov 2024
25-64	5-11	1.4743929959872029	93	5218	196	16214	1.1634818257924218	2024-10-15	Sep-Nov	Sep-Nov 2024
25-64	65-80	0.9091790899248888	1501	5218	5130	16214	0.7174568452218038	2024-10-15	Sep-Nov	Sep-Nov 2024
25-64	80+	0.6796162012607349	963	5218	4403	16214	0.5363028044985456	2024-10-15	Sep-Nov	Sep-Nov 2024
5-11	0-4	2.5605320699708454	13	196	420	16214	2.020582392807017	2024-10-15	Sep-Nov	Sep-Nov 2024
5-11	12-17	3.2441176470588236	10	196	255	16214	2.56001753491657	2024-10-15	Sep-Nov	Sep-Nov 2024
5-11	18-24	1.1179071290678433	8	196	592	16214	0.8821695647864486	2024-10-15	Sep-Nov	Sep-Nov 2024
5-11	25-64	1.4743929959872029	93	196	5218	16214	1.1634818257924218	2024-10-15	Sep-Nov	Sep-Nov 2024
5-11	5-11	7.597173052894627	18	196	196	16214	5.995126671450594	2024-10-15	Sep-Nov	Sep-Nov 2024
5-11	65-80	0.5482724668814895	34	196	5130	16214	0.432656050683333	2024-10-15	Sep-Nov	Sep-Nov 2024
5-11	80+	0.37576536406068217	20	196	4403	16214	0.29652621318520644	2024-10-15	Sep-Nov	Sep-Nov 2024
65-80	0-4	0.6772769887682168	90	5130	420	16214	0.5344568711353794	2024-10-15	Sep-Nov	Sep-Nov 2024
65-80	12-17	0.5701525054466231	46	5130	255	16214	0.4499221576761468	2024-10-15	Sep-Nov	Sep-Nov 2024
65-80	18-24	0.6299895290026869	118	5130	592	16214	0.49714110785189597	2024-10-15	Sep-Nov	Sep-Nov 2024
65-80	25-64	0.9091790899248888	1501	5130	5218	16214	0.7174568452218038	2024-10-15	Sep-Nov	Sep-Nov 2024
65-80	5-11	0.5482724668814895	34	5130	196	16214	0.432656050683333	2024-10-15	Sep-Nov	Sep-Nov 2024
65-80	65-80	1.1250095945951082	1826	5130	5130	16214	0.8877743048942629	2024-10-15	Sep-Nov	Sep-Nov 2024
65-80	80+	1.087518788137983	1515	5130	4403	16214	0.8581893353061784	2024-10-15	Sep-Nov	Sep-Nov 2024
80+	0-4	0.4033207877745693	46	4403	420	16214	0.31827091407592845	2024-10-15	Sep-Nov	Sep-Nov 2024
