x	y	RR	N_pairs	N_x	N_y	N_total	date	country	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed
0-5y	26-45y	0.2728855807313254	3	21	16544	31602	2020-06-21	USA	214.98185941043084	3	1.1540279457289206	9995	0.002525129760442333	0.236463581095484
0-5y	46-65y	2.1158004853962673	8	21	5690	31602	2020-06-21	USA	214.98185941043084	3	1.4846335105216502	1521	0.01954852648875222	1.8334048956326274
0-5y	6-11y	5.411255411255411e-4	0	21	88	31602	2020-06-21	USA	214.98185941043084	3	16.32347623966942	4	4.678885072881427e-6	4.6890159213930393e-4
0-5y	65-80y	2.0446752070393375	2	21	1472	31602	2020-06-21	USA	214.98185941043084	3	3.908713097383034	268	0.01868216783951577	1.7717726980587596
0-5y	81y+	2.5964584307005243e-5	0	21	1834	31602	2020-06-21	USA	214.98185941043084	3	5.26143194880656	560	2.3578093250208998e-7	2.2499094933619816e-5
12-17y	0-5y	14.064530485091232	1	107	21	31602	2020-06-21	USA	38.643462311118874	14	214.98185941043084	3	0.1109079360816536	12.18733960225515
12-17y	12-17y	38.643462311118874	14	107	107	31602	2020-06-21	USA	38.643462311118874	14	38.643462311118874	14	1	33.48572489439191
12-17y	18-25y	0.6567746618024626	13	107	5846	31602	2020-06-21	USA	38.643462311118874	14	2.6464675970504903	2862	0.03181282522218655	0.5691150411332742
12-17y	26-45y	0.42845191073591354	24	107	16544	31602	2020-06-21	USA	38.643462311118874	14	1.1540279457289206	9995	0.021531604529368108	0.3712664951673157
12-17y	46-65y	1.0381239426440878	20	107	5690	31602	2020-06-21	USA	38.643462311118874	14	1.4846335105216502	1521	0.05174050357426838	0.8995656877168393
12-17y	6-11y	1.0620220900594733e-4	0	107	88	31602	2020-06-21	USA	38.643462311118874	14	16.32347623966942	4	3.864221359456602e-6	9.202741527967647e-5
12-17y	65-80y	3.8122142929703373	19	107	1472	31602	2020-06-21	USA	38.643462311118874	14	3.908713097383034	268	0.1791783501723702	3.303398593664404
12-17y	81y+	2.5766314373362955	16	107	1834	31602	2020-06-21	USA	38.643462311118874	14	5.26143194880656	560	0.11737331250963234	2.232728805981222
18-25y	0-5y	1.029674339800922	4	5846	21	31602	2020-06-21	USA	2.6464675970504903	2862	214.98185941043084	3	0.009462686718770073	0.8922438521629968
18-25y	12-17y	0.6567746618024626	13	5846	107	31602	2020-06-21	USA	2.6464675970504903	2862	38.643462311118874	14	0.03181282522218655	0.5691150411332742
18-25y	18-25y	2.6464675970504903	2862	5846	5846	31602	2020-06-21	USA	2.6464675970504903	2862	2.6464675970504903	2862	1	2.2932439433941934
18-25y	26-45y	0.6433702271089492	1969	5846	16544	31602	2020-06-21	USA	2.6464675970504903	2862	1.1540279457289206	9995	0.3385717572179728	0.5574996944312091
18-25y	46-65y	0.6821312636522532	718	5846	5690	31602	2020-06-21	USA	2.6464675970504903	2862	1.4846335105216502	1521	0.33024186331432764	0.591087300941744
18-25y	6-11y	0.3685756383541194	6	5846	88	31602	2020-06-21	USA	2.6464675970504903	2862	16.32347623966942	4	0.03885890665007363	0.3193819003415167
18-25y	65-80y	0.39661746140058607	108	5846	1472	31602	2020-06-21	USA	2.6464675970504903	2862	3.908713097383034	268	0.12100885692972049	0.34368098525557794
18-25y	81y+	0.5040256253658515	171	5846	1834	31602	2020-06-21	USA	2.6464675970504903	2862	5.26143194880656	560	0.12747395751376497	0.4367533968577277
26-45y	0-5y	0.2728855807313254	3	16544	21	31602	2020-06-21	USA	1.1540279457289206	9995	214.98185941043084	3	0.002525129760442333	0.236463581095484
26-45y	12-17y	0.42845191073591354	24	16544	107	31602	2020-06-21	USA	1.1540279457289206	9995	38.643462311118874	14	0.021531604529368108	0.3712664951673157
26-45y	18-25y	0.6433702271089492	1969	16544	5846	31602	2020-06-21	USA	1.1540279457289206	9995	2.6464675970504903	2862	0.3385717572179728	0.5574996944312091
26-45y	26-45y	1.1540279457289206	9995	16544	16544	31602	2020-06-21	USA	1.1540279457289206	9995	1.1540279457289206	9995	1	1
26-45y	46-65y	1.3079186503350069	3896	16544	5690	31602	2020-06-21	USA	1.1540279457289206	9995	1.4846335105216502	1521	0.9913501008147559	1.1333509341568708
26-45y	6-11y	0.32559936587831895	15	16544	88	31602	2020-06-21	USA	1.1540279457289206	9995	16.32347623966942	4	0.03725925194174376	0.28214166483867953
26-45y	65-80y	0.38411210585999916	296	16544	1472	31602	2020-06-21	USA	1.1540279457289206	9995	3.908713097383034	268	0.15174076753643082	0.3328447177398133
26-45y	81y+	0.33225034619027227	319	16544	1834	31602	2020-06-21	USA	1.1540279457289206	9995	5.26143194880656	560	0.1035780292144837	0.2879049397546542
46-65y	0-5y	2.1158004853962673	8	5690	21	31602	2020-06-21	USA	1.4846335105216502	1521	214.98185941043084	3	0.01954852648875222	1.8334048956326274
46-65y	12-17y	1.0381239426440878	20	5690	107	31602	2020-06-21	USA	1.4846335105216502	1521	38.643462311118874	14	0.05174050357426838	0.8995656877168393
46-65y	18-25y	0.6821312636522532	718	5690	5846	31602	2020-06-21	USA	1.4846335105216502	1521	2.6464675970504903	2862	0.33024186331432764	0.591087300941744
46-65y	26-45y	1.3079186503350069	3896	5690	16544	31602	2020-06-21	USA	1.4846335105216502	1521	1.1540279457289206	9995	0.9913501008147559	1.1333509341568708
46-65y	46-65y	1.4846335105216502	1521	5690	5690	31602	2020-06-21	USA	1.4846335105216502	1521	1.4846335105216502	1521	1	1.2864796870962327
46-65y	6-11y	0.6311331682377377	10	5690	88	31602	2020-06-21	USA	1.4846335105216502	1521	16.32347623966942	4	0.07088154521632661	0.5468959140665298
46-65y	65-80y	0.9168553478642928	243	5690	1472	31602	2020-06-21	USA	1.4846335105216502	1521	3.908713097383034	268	0.3399949658419937	0.7944827950290042
46-65y	81y+	0.7570821985806088	250	5690	1834	31602	2020-06-21	USA	1.4846335105216502	1521	5.26143194880656	560	0.2244514830592826	0.6560345452487388
6-11y	0-5y	5.411255411255411e-4	0	88	21	31602	2020-06-21	USA	16.32347623966942	4	214.98185941043084	3	4.678885072881427e-6	4.6890159213930393e-4
6-11y	12-17y	1.0620220900594733e-4	0	88	107	31602	2020-06-21	USA	16.32347623966942	4	38.643462311118874	14	3.864221359456602e-6	9.202741527967647e-5
6-11y	18-25y	0.3685756383541194	6	88	5846	31602	2020-06-21	USA	16.32347623966942	4	2.6464675970504903	2862	0.03885890665007363	0.3193819003415167
6-11y	26-45y	0.32559936587831895	15	88	16544	31602	2020-06-21	USA	16.32347623966942	4	1.1540279457289206	9995	0.03725925194174376	0.28214166483867953
6-11y	46-65y	0.6311331682377377	10	88	5690	31602	2020-06-21	USA	16.32347623966942	4	1.4846335105216502	1521	0.07088154521632661	0.5468959140665298
6-11y	6-11y	16.32347623966942	4	88	88	31602	2020-06-21	USA	16.32347623966942	4	16.32347623966942	4	1	14.144784188357757
6-11y	65-80y	3.1715276062252964	13	88	1472	31602	2020-06-21	USA	16.32347623966942	4	3.908713097383034	268	0.3135130413609843	2.7482242678465285
6-11y	81y+	2.7413316645186874	14	88	1834	31602	2020-06-21	USA	16.32347623966942	4	5.26143194880656	560	0.25400447762685074	2.375446517274047
65-80y	0-5y	2.0446752070393375	2	1472	21	31602	2020-06-21	USA	3.908713097383034	268	214.98185941043084	3	0.01868216783951577	1.7717726980587596
65-80y	12-17y	3.8122142929703373	19	1472	107	31602	2020-06-21	USA	3.908713097383034	268	38.643462311118874	14	0.1791783501723702	3.303398593664404
65-80y	18-25y	0.39661746140058607	108	1472	5846	31602	2020-06-21	USA	3.908713097383034	268	2.6464675970504903	2862	0.12100885692972049	0.34368098525557794
65-80y	26-45y	0.38411210585999916	296	1472	16544	31602	2020-06-21	USA	3.908713097383034	268	1.1540279457289206	9995	0.15174076753643082	0.3328447177398133
65-80y	46-65y	0.9168553478642928	243	1472	5690	31602	2020-06-21	USA	3.908713097383034	268	1.4846335105216502	1521	0.3399949658419937	0.7944827950290042
65-80y	6-11y	3.1715276062252964	13	1472	88	31602	2020-06-21	USA	3.908713097383034	268	16.32347623966942	4	0.3135130413609843	2.7482242678465285
65-80y	65-80y	3.908713097383034	268	1472	1472	31602	2020-06-21	USA	3.908713097383034	268	3.908713097383034	268	1	3.3870177163813544
65-80y	81y+	4.085384094518989	349	1472	1834	31602	2020-06-21	USA	3.908713097383034	268	5.26143194880656	560	0.891018424232354	3.540108460665163
81y+	0-5y	2.5964584307005243e-5	0	1834	21	31602	2020-06-21	USA	5.26143194880656	560	214.98185941043084	3	2.3578093250208998e-7	2.2499094933619816e-5
81y+	12-17y	2.5766314373362955	16	1834	107	31602	2020-06-21	USA	5.26143194880656	560	38.643462311118874	14	0.11737331250963234	2.232728805981222
81y+	18-25y	0.5040256253658515	171	1834	5846	31602	2020-06-21	USA	5.26143194880656	560	2.6464675970504903	2862	0.12747395751376497	0.4367533968577277
81y+	26-45y	0.33225034619027227	319	1834	16544	31602	2020-06-21	USA	5.26143194880656	560	1.1540279457289206	9995	0.1035780292144837	0.2879049397546542
81y+	46-65y	0.7570821985806088	250	1834	5690	31602	2020-06-21	USA	5.26143194880656	560	1.4846335105216502	1521	0.2244514830592826	0.6560345452487388
81y+	6-11y	2.7413316645186874	14	1834	88	31602	2020-06-21	USA	5.26143194880656	560	16.32347623966942	4	0.25400447762685074	2.375446517274047
81y+	65-80y	4.085384094518989	349	1834	1472	31602	2020-06-21	USA	5.26143194880656	560	3.908713097383034	268	0.891018424232354	3.540108460665163
81y+	81y+	5.26143194880656	560	1834	1834	31602	2020-06-21	USA	5.26143194880656	560	5.26143194880656	560	1	4.559189375161338
12-17y	12-17y	1	0	1	1	85	2020-06-21	Mexico	NA	0	NA	0	NA	1.1075949367088609
12-17y	18-25y	0.07692307692307693	0	1	13	85	2020-06-21	Mexico	NA	0	NA	0	NA	0.08519961051606623
12-17y	26-45y	0.02857142857142857	0	1	35	85	2020-06-21	Mexico	NA	0	0.9028571428571428	13	NA	0.03164556962025317
12-17y	46-65y	0.037037037037037035	0	1	27	85	2020-06-21	Mexico	NA	0	1.8669410150891632	16	NA	0.04102203469292077
12-17y	65-80y	0.14285714285714285	0	1	7	85	2020-06-21	Mexico	NA	0	NA	0	NA	0.15822784810126583
12-17y	81y+	0.5	0	1	2	85	2020-06-21	Mexico	NA	0	21.5	1	NA	0.5537974683544304
18-25y	12-17y	0.07692307692307693	0	13	1	85	2020-06-21	Mexico	NA	0	NA	0	NA	0.08519961051606623
18-25y	18-25y	0.005917159763313609	0	13	13	85	2020-06-21	Mexico	NA	0	NA	0	NA	0.006553816193543555
18-25y	26-45y	1.123076923076923	6	13	35	85	2020-06-21	Mexico	NA	0	0.9028571428571428	13	NA	1.2439143135345667
18-25y	46-65y	0.7293447293447294	3	13	27	85	2020-06-21	Mexico	NA	0	1.8669410150891632	16	NA	0.8078185293375167
18-25y	65-80y	2.8131868131868134	3	13	7	85	2020-06-21	Mexico	NA	0	NA	0	NA	3.1158714703018506
18-25y	81y+	3.3076923076923075	1	13	2	85	2020-06-21	Mexico	NA	0	21.5	1	NA	3.663583252190847
26-45y	12-17y	0.02857142857142857	0	35	1	85	2020-06-21	Mexico	0.9028571428571428	13	NA	0	NA	0.03164556962025317
26-45y	18-25y	1.123076923076923	6	35	13	85	2020-06-21	Mexico	0.9028571428571428	13	NA	0	NA	1.2439143135345667
26-45y	26-45y	0.9028571428571428	13	35	35	85	2020-06-21	Mexico	0.9028571428571428	13	0.9028571428571428	13	1	1
26-45y	46-65y	0.9904761904761905	11	35	27	85	2020-06-21	Mexico	0.9028571428571428	13	1.8669410150891632	16	0.7151973782888128	1.0970464135021099
26-45y	65-80y	2.085714285714286	6	35	7	85	2020-06-21	Mexico	0.9028571428571428	13	NA	0	NA	2.3101265822784813
26-45y	81y+	1.2285714285714286	1	35	2	85	2020-06-21	Mexico	0.9028571428571428	13	21.5	1	0.10967988776941717	1.3607594936708862
46-65y	12-17y	0.037037037037037035	0	27	1	85	2020-06-21	Mexico	1.8669410150891632	16	NA	0	NA	0.04102203469292077
46-65y	18-25y	0.7293447293447294	3	27	13	85	2020-06-21	Mexico	1.8669410150891632	16	NA	0	NA	0.8078185293375167
46-65y	26-45y	0.9904761904761905	11	27	35	85	2020-06-21	Mexico	1.8669410150891632	16	0.9028571428571428	13	0.7151973782888128	1.0970464135021099
46-65y	46-65y	1.8669410150891632	16	27	27	85	2020-06-21	Mexico	1.8669410150891632	16	1.8669410150891632	16	1	2.067814415446858
46-65y	65-80y	1.3544973544973544	3	27	7	85	2020-06-21	Mexico	1.8669410150891632	16	NA	0	NA	1.5002344116268167
46-65y	81y+	0.018518518518518517	0	27	2	85	2020-06-21	Mexico	1.8669410150891632	16	21.5	1	0.0015850186386451024	0.020511017346460384
65-80y	12-17y	0.14285714285714285	0	7	1	85	2020-06-21	Mexico	NA	0	NA	0	NA	0.15822784810126583
65-80y	18-25y	2.8131868131868134	3	7	13	85	2020-06-21	Mexico	NA	0	NA	0	NA	3.1158714703018506
65-80y	26-45y	2.085714285714286	6	7	35	85	2020-06-21	Mexico	NA	0	0.9028571428571428	13	NA	2.3101265822784813
65-80y	46-65y	1.3544973544973544	3	7	27	85	2020-06-21	Mexico	NA	0	1.8669410150891632	16	NA	1.5002344116268167
65-80y	65-80y	0.02040816326530612	0	7	7	85	2020-06-21	Mexico	NA	0	NA	0	NA	0.022603978300180832
65-80y	81y+	0.07142857142857142	0	7	2	85	2020-06-21	Mexico	NA	0	21.5	1	NA	0.07911392405063292
81y+	12-17y	0.5	0	2	1	85	2020-06-21	Mexico	21.5	1	NA	0	NA	0.5537974683544304
81y+	18-25y	3.3076923076923075	1	2	13	85	2020-06-21	Mexico	21.5	1	NA	0	NA	3.663583252190847
81y+	26-45y	1.2285714285714286	1	2	35	85	2020-06-21	Mexico	21.5	1	0.9028571428571428	13	0.10967988776941717	1.3607594936708862
81y+	46-65y	0.018518518518518517	0	2	27	85	2020-06-21	Mexico	21.5	1	1.8669410150891632	16	0.0015850186386451024	0.020511017346460384
81y+	65-80y	0.07142857142857142	0	2	7	85	2020-06-21	Mexico	21.5	1	NA	0	NA	0.07911392405063292
81y+	81y+	21.5	1	2	2	85	2020-06-21	Mexico	21.5	1	21.5	1	1	23.81329113924051
0-5y	0-5y	0.002066115702479339	0	22	22	2088	2020-06-21	Canada	NA	0	NA	0	NA	0.0012979719849965034
0-5y	12-17y	13.56060606060606	3	22	21	2088	2020-06-21	Canada	NA	0	4.736961451247166	1	NA	8.519022794860383
0-5y	18-25y	0.6734364925854287	1	22	141	2088	2020-06-21	Canada	NA	0	1.5754237714400685	15	NA	0.4230652233082929
0-5y	26-45y	1.7257378984651712	7	22	385	2088	2020-06-21	Canada	NA	0	1.5918030021926126	113	NA	1.0841403716967937
0-5y	46-65y	0.6747630331753555	6	22	844	2088	2020-06-21	Canada	NA	0	0.7797008714988433	266	NA	0.42389858056927276
0-5y	6-11y	7.974481658692185e-4	0	22	57	2088	2020-06-21	Canada	NA	0	0.6429670667897814	1	NA	5.009716433319837e-4
0-5y	65-80y	1.130050505050505	3	22	252	2088	2020-06-21	Canada	NA	0	1.4138479465860418	43	NA	0.7099185662383652
0-5y	81y+	0.5187531048186785	2	22	366	2088	2020-06-21	Canada	NA	0	1.6054898623428588	103	NA	0.3258902666373461
12-17y	0-5y	13.56060606060606	3	21	22	2088	2020-06-21	Canada	4.736961451247166	1	NA	0	NA	8.519022794860383
12-17y	12-17y	4.736961451247166	1	21	21	2088	2020-06-21	Canada	4.736961451247166	1	4.736961451247166	1	1	2.9758465367399656
12-17y	18-25y	1.4106720702465383	2	21	141	2088	2020-06-21	Canada	4.736961451247166	1	1.5754237714400685	15	0.44695373317093073	0.8862102083633606
12-17y	26-45y	2.3244279529993817	9	21	385	2088	2020-06-21	Canada	4.736961451247166	1	1.5918030021926126	113	0.7345597928632089	1.4602485042418079
12-17y	46-65y	0.9425073346874294	8	21	844	2088	2020-06-21	Canada	4.736961451247166	1	0.7797008714988433	266	0.34169477105797585	0.5921004881817552
12-17y	6-11y	8.35421888053467e-4	0	21	57	2088	2020-06-21	Canada	4.736961451247166	1	0.6429670667897814	1	3.1056988406169366e-4	5.24827435871602e-4
12-17y	65-80y	0.39474678760393045	1	21	252	2088	2020-06-21	Canada	4.736961451247166	1	1.4138479465860418	43	0.12835604619547825	0.2479872113949971
12-17y	81y+	1.3010668748373666e-4	0	21	366	2088	2020-06-21	Canada	4.736961451247166	1	1.6054898623428588	103	4.102725619823236e-5	8.173542034065934e-5
18-25y	0-5y	0.6734364925854287	1	141	22	2088	2020-06-21	Canada	1.5754237714400685	15	NA	0	NA	0.4230652233082929
18-25y	12-17y	1.4106720702465383	2	141	21	2088	2020-06-21	Canada	1.5754237714400685	15	4.736961451247166	1	0.44695373317093073	0.8862102083633606
18-25y	18-25y	1.5754237714400685	15	141	141	2088	2020-06-21	Canada	1.5754237714400685	15	1.5754237714400685	15	1	0.9897102651961438
18-25y	26-45y	1.384710325135857	36	141	385	2088	2020-06-21	Canada	1.5754237714400685	15	1.5918030021926126	113	0.8743992294228117	0.8699005613310831
18-25y	46-65y	0.8071073241235589	46	141	844	2088	2020-06-21	Canada	1.5754237714400685	15	0.7797008714988433	266	0.685405187825971	0.5070397046693701
18-25y	6-11y	1.2991165857907179	5	141	57	2088	2020-06-21	Canada	1.5754237714400685	15	0.6429670667897814	1	1.1712242616610689	0.8161289958627187
18-25y	65-80y	1.2340706968366544	21	141	252	2088	2020-06-21	Canada	1.5754237714400685	15	1.4138479465860418	43	0.8256664587530649	0.7752659689275597
18-25y	81y+	0.5664651397124365	14	141	366	2088	2020-06-21	Canada	1.5754237714400685	15	1.6054898623428588	103	0.3561650550309115	0.35586384680275446
26-45y	0-5y	1.7257378984651712	7	385	22	2088	2020-06-21	Canada	1.5918030021926126	113	NA	0	NA	1.0841403716967937
26-45y	12-17y	2.3244279529993817	9	385	21	2088	2020-06-21	Canada	1.5918030021926126	113	4.736961451247166	1	0.7345597928632089	1.4602485042418079
26-45y	18-25y	1.384710325135857	36	385	141	2088	2020-06-21	Canada	1.5918030021926126	113	1.5754237714400685	15	0.8743992294228117	0.8699005613310831
26-45y	26-45y	1.5918030021926126	113	385	385	2088	2020-06-21	Canada	1.5918030021926126	113	1.5918030021926126	113	1	1
26-45y	46-65y	0.7839508832399827	122	385	844	2088	2020-06-21	Canada	1.5918030021926126	113	0.7797008714988433	266	0.6611424016100752	0.492492401484441
26-45y	6-11y	1.4272499430394168	15	385	57	2088	2020-06-21	Canada	1.5918030021926126	113	0.6429670667897814	1	1.2773125636941407	0.8966247337600608
26-45y	65-80y	1.076077097505669	50	385	252	2088	2020-06-21	Canada	1.5918030021926126	113	1.4138479465860418	43	0.7160359708055473	0.6760114763092152
26-45y	81y+	0.6371797601305798	43	385	366	2088	2020-06-21	Canada	1.5918030021926126	113	1.6054898623428588	103	0.3985745361009676	0.4002880753792417
46-65y	0-5y	0.6747630331753555	6	844	22	2088	2020-06-21	Canada	0.7797008714988433	266	NA	0	NA	0.42389858056927276
46-65y	12-17y	0.9425073346874294	8	844	21	2088	2020-06-21	Canada	0.7797008714988433	266	4.736961451247166	1	0.34169477105797585	0.5921004881817552
46-65y	18-25y	0.8071073241235589	46	844	141	2088	2020-06-21	Canada	0.7797008714988433	266	1.5754237714400685	15	0.685405187825971	0.5070397046693701
46-65y	26-45y	0.7839508832399827	122	844	385	2088	2020-06-21	Canada	0.7797008714988433	266	1.5918030021926126	113	0.6611424016100752	0.492492401484441
46-65y	46-65y	0.7797008714988433	266	844	844	2088	2020-06-21	Canada	0.7797008714988433	266	0.7797008714988433	266	1	0.4898224657353029
46-65y	6-11y	0.8680676810509687	20	844	57	2088	2020-06-21	Canada	0.7797008714988433	266	0.6429670667897814	1	1.220337729822177	0.545336125045158
46-65y	65-80y	1.4725842548709847	150	844	252	2088	2020-06-21	Canada	0.7797008714988433	266	1.4138479465860418	43	1.3426500862257074	0.9251045844508325
46-65y	81y+	1.0409479967886464	154	844	366	2088	2020-06-21	Canada	0.7797008714988433	266	1.6054898623428588	103	0.8728425630868067	0.6539427274322283
6-11y	0-5y	7.974481658692185e-4	0	57	22	2088	2020-06-21	Canada	0.6429670667897814	1	NA	0	NA	5.009716433319837e-4
6-11y	12-17y	8.35421888053467e-4	0	57	21	2088	2020-06-21	Canada	0.6429670667897814	1	4.736961451247166	1	3.1056988406169366e-4	5.24827435871602e-4
6-11y	18-25y	1.2991165857907179	5	57	141	2088	2020-06-21	Canada	0.6429670667897814	1	1.5754237714400685	15	1.1712242616610689	0.8161289958627187
6-11y	26-45y	1.4272499430394168	15	57	385	2088	2020-06-21	Canada	0.6429670667897814	1	1.5918030021926126	113	1.2773125636941407	0.8966247337600608
6-11y	46-65y	0.8680676810509687	20	57	844	2088	2020-06-21	Canada	0.6429670667897814	1	0.7797008714988433	266	1.220337729822177	0.545336125045158
6-11y	6-11y	0.6429670667897814	1	57	57	2088	2020-06-21	Canada	0.6429670667897814	1	0.6429670667897814	1	1	0.4039237681447598
6-11y	65-80y	0.29079643553327766	2	57	252	2088	2020-06-21	Canada	0.6429670667897814	1	1.4138479465860418	43	0.2827638204137739	0.1826836833029735
6-11y	81y+	0.10013421531972007	1	57	366	2088	2020-06-21	Canada	0.6429670667897814	1	1.6054898623428588	103	0.08906927593080258	0.0629061606127085
65-80y	0-5y	1.130050505050505	3	252	22	2088	2020-06-21	Canada	1.4138479465860418	43	NA	0	NA	0.7099185662383652
65-80y	12-17y	0.39474678760393045	1	252	21	2088	2020-06-21	Canada	1.4138479465860418	43	4.736961451247166	1	0.12835604619547825	0.2479872113949971
65-80y	18-25y	1.2340706968366544	21	252	141	2088	2020-06-21	Canada	1.4138479465860418	43	1.5754237714400685	15	0.8256664587530649	0.7752659689275597
65-80y	26-45y	1.076077097505669	50	252	385	2088	2020-06-21	Canada	1.4138479465860418	43	1.5918030021926126	113	0.7160359708055473	0.6760114763092152
65-80y	46-65y	1.4725842548709847	150	252	844	2088	2020-06-21	Canada	1.4138479465860418	43	0.7797008714988433	266	1.3426500862257074	0.9251045844508325
65-80y	6-11y	0.29079643553327766	2	252	57	2088	2020-06-21	Canada	1.4138479465860418	43	0.6429670667897814	1	0.2827638204137739	0.1826836833029735
65-80y	65-80y	1.4138479465860418	43	252	252	2088	2020-06-21	Canada	1.4138479465860418	43	1.4138479465860418	43	1	0.8882053524453413
65-80y	81y+	0.9734690779772747	43	252	366	2088	2020-06-21	Canada	1.4138479465860418	43	1.6054898623428588	103	0.6448228979867671	0.6115512262738415
81y+	0-5y	0.5187531048186785	2	366	22	2088	2020-06-21	Canada	1.6054898623428588	103	NA	0	NA	0.3258902666373461
81y+	12-17y	1.3010668748373666e-4	0	366	21	2088	2020-06-21	Canada	1.6054898623428588	103	4.736961451247166	1	4.102725619823236e-5	8.173542034065934e-5
81y+	18-25y	0.5664651397124365	14	366	141	2088	2020-06-21	Canada	1.6054898623428588	103	1.5754237714400685	15	0.3561650550309115	0.35586384680275446
81y+	26-45y	0.6371797601305798	43	366	385	2088	2020-06-21	Canada	1.6054898623428588	103	1.5918030021926126	113	0.3985745361009676	0.4002880753792417
81y+	46-65y	1.0409479967886464	154	366	844	2088	2020-06-21	Canada	1.6054898623428588	103	0.7797008714988433	266	0.8728425630868067	0.6539427274322283
81y+	6-11y	0.10013421531972007	1	366	57	2088	2020-06-21	Canada	1.6054898623428588	103	0.6429670667897814	1	0.08906927593080258	0.0629061606127085
81y+	65-80y	0.9734690779772747	43	366	252	2088	2020-06-21	Canada	1.6054898623428588	103	1.4138479465860418	43	0.6448228979867671	0.6115512262738415
81y+	81y+	1.6054898623428588	103	366	366	2088	2020-06-21	Canada	1.6054898623428588	103	1.6054898623428588	103	1	1.008598337942191
0-5y	0-5y	58.6530612244898	1	28	28	45983	2020-07-19	USA	58.6530612244898	1	58.6530612244898	1	1	44.906692626194165
0-5y	12-17y	8.46539027982327	1	28	194	45983	2020-07-19	USA	58.6530612244898	1	24.435673291529387	20	0.20376746207853666	6.481378317182663
0-5y	18-25y	0.9608647370683479	7	28	11964	45983	2020-07-19	USA	58.6530612244898	1	2.5202141306344084	7845	0.03141452640847882	0.7356693154979058
0-5y	26-45y	0.5718442876329759	7	28	20103	45983	2020-07-19	USA	58.6530612244898	1	1.306109575085415	11479	0.019074456167663588	0.43782259815037283
0-5y	46-65y	1.9180230618071261	9	28	7706	45983	2020-07-19	USA	58.6530612244898	1	1.5053433139725019	1944	0.0637657556420346	1.4685008810854894
0-5y	6-11y	15.493261455525607	1	28	106	45983	2020-07-19	USA	58.6530612244898	1	24.55491278034888	6	0.3723984784108468	11.862145222013552
0-5y	65-80y	1.1581578682248639	2	28	2836	45983	2020-07-19	USA	58.6530612244898	1	3.2416634505780006	567	0.037423475887643415	0.8867233579151461
0-5y	81y+	1.172497889503799e-5	0	28	3046	45983	2020-07-19	USA	58.6530612244898	1	3.9450324828876897	796	3.7461137234778584e-7	8.977025449240135e-6
12-17y	0-5y	8.46539027982327	1	194	28	45983	2020-07-19	USA	24.435673291529387	20	58.6530612244898	1	0.20376746207853666	6.481378317182663
12-17y	12-17y	24.435673291529387	20	194	194	45983	2020-07-19	USA	24.435673291529387	20	24.435673291529387	20	1	18.708746767997148
12-17y	18-25y	0.35660891609536516	18	194	11964	45983	2020-07-19	USA	24.435673291529387	20	2.5202141306344084	7845	0.02645870347434027	0.27303139253997444
12-17y	26-45y	0.6366908872912747	54	194	20103	45983	2020-07-19	USA	24.435673291529387	20	1.306109575085415	11479	0.04946750507456233	0.4874712653795814
12-17y	46-65y	1.107310276367859	36	194	7706	45983	2020-07-19	USA	24.435673291529387	20	1.5053433139725019	1944	0.08537138641922053	0.8477927866775227
12-17y	6-11y	4.472233028593659	2	194	106	45983	2020-07-19	USA	24.435673291529387	20	24.55491278034888	6	0.18257520014282191	3.424087162289726
12-17y	65-80y	2.5073266398150436	30	194	2836	45983	2020-07-19	USA	24.435673291529387	20	3.2416634505780006	567	0.18118265230342626	1.91969088018597
12-17y	81y+	2.5679105942557756	33	194	3046	45983	2020-07-19	USA	24.435673291529387	20	3.9450324828876897	796	0.18096171495287763	1.9660759275023638
18-25y	0-5y	0.9608647370683479	7	11964	28	45983	2020-07-19	USA	2.5202141306344084	7845	58.6530612244898	1	0.03141452640847882	0.7356693154979058
18-25y	12-17y	0.35660891609536516	18	11964	194	45983	2020-07-19	USA	2.5202141306344084	7845	24.435673291529387	20	0.02645870347434027	0.27303139253997444
18-25y	18-25y	2.5202141306344084	7845	11964	11964	45983	2020-07-19	USA	2.5202141306344084	7845	2.5202141306344084	7845	1	1.9295579626001862
18-25y	26-45y	0.49919117647425687	2611	11964	20103	45983	2020-07-19	USA	2.5202141306344084	7845	1.306109575085415	11479	0.26092469684571395	0.3821970116417005
18-25y	46-65y	0.5112293364217577	1025	11964	7706	45983	2020-07-19	USA	2.5202141306344084	7845	1.5053433139725019	1944	0.25399182272589754	0.39141381869765796
18-25y	6-11y	0.18129545870315347	5	11964	106	45983	2020-07-19	USA	2.5202141306344084	7845	24.55491278034888	6	0.013392030205377116	0.13880570371846282
18-25y	65-80y	0.2737575384828675	202	11964	2836	45983	2020-07-19	USA	2.5202141306344084	7845	3.2416634505780006	567	0.09502372607689581	0.20959768131625917
18-25y	81y+	0.31040316726059114	246	11964	3046	45983	2020-07-19	USA	2.5202141306344084	7845	3.9450324828876897	796	0.09602206561196946	0.23765476739598348
26-45y	0-5y	0.5718442876329759	7	20103	28	45983	2020-07-19	USA	1.306109575085415	11479	58.6530612244898	1	0.019074456167663588	0.43782259815037283
26-45y	12-17y	0.6366908872912747	54	20103	194	45983	2020-07-19	USA	1.306109575085415	11479	24.435673291529387	20	0.04946750507456233	0.4874712653795814
