x	y	RR	N_pairs	N_x	N_y	N_total	nb_dist	euclid_dist	min_cbsa_dist
Delaware	Ontario	0.34945437559608383	5107	261138	4045162	72282076	3	8167.743669971333	NA
Delaware	Oregon	0.4959748948599589	1191	261138	664680	72282076	8	16055.203107855194	3486.19
Delaware	Pennsylvania	4.602067469035791	14701	261138	884208	72282076	1	6362.592570384137	77.85
Delaware	Prince Edward Island	0.0991746573720345	4	261138	11164	72282076	NA	5285.835668863216	NA
Delaware	Quebec	0.23499797290368896	1328	261138	1564208	72282076	3	15051.71295296878	NA
Delaware	Rhode Island	1.1639415301692448	1917	261138	455881	72282076	4	8548.778340229312	394.13
Delaware	Saskatchewan	0.07901142551097967	256	261138	896831	72282076	5	3547.132362746314	NA
Delaware	South Carolina	1.209746227322932	1593	261138	364487	72282076	4	4554.73659668694	621.97
Delaware	South Dakota	0.3876856365935952	140	261138	99956	72282076	5	8482.134662020731	1776
Delaware	Tennessee	1.053400726273251	1929	261138	506873	72282076	3	15519.949443093006	666.19
Delaware	Texas	0.8244448208040474	9244	261138	3103551	72282076	5	12083.35968239309	1784.97
Delaware	Utah	0.6738948535699846	3085	261138	1267137	72282076	7	15141.040717053243	2895.09
Delaware	Vermont	0.5801207671212102	1074	261138	512444	72282076	3	5755.6557955335675	394.37
Delaware	Virginia	2.1073261507940546	7946	261138	1043704	72282076	2	5256.4872629906695	174.83
Delaware	Washington	0.47664083180231404	3257	261138	1891416	72282076	7	4074.748668458057	3412.2
Delaware	West Virginia	1.2425639341271804	1376	261138	306521	72282076	2	15771.981869659856	174.83
Delaware	Wisconsin	0.5815350864409986	2288	261138	1089032	72282076	4	13605.408268864983	1087.39
Delaware	Wyoming	0.15901946814424192	465	261138	809400	72282076	6	10112.7173872201	2471.1
District of Columbia	Alabama	0.9986234116288005	629	242647	187631	72282076	3	16145.028317551822	879.82
District of Columbia	Alaska	0.6372120189135757	235	242647	109860	72282076	8	14522.999211704837	4322.61
District of Columbia	Alberta	0.17334998669884202	1009	242647	1733896	72282076	7	10280.664414024095	NA
District of Columbia	Arizona	0.5043270777065748	2602	242647	1536918	72282076	6	11210.334260205813	2919.97
District of Columbia	Arkansas	0.5513042493406735	517	242647	279354	72282076	3	11630.357158709692	1160.6
District of Columbia	British Columbia	0.0869724833896417	1685	242647	5771301	72282076	7	12858.377611014284	NA
District of Columbia	California	0.745780243798642	27955	242647	11166172	72282076	6	8341.15387556576	3443.58
District of Columbia	Colorado	0.5219792203419007	6135	242647	3501201	72282076	5	10186.228762327491	2189.58
District of Columbia	Connecticut	1.0266478342453769	3220	242647	934308	72282076	4	9816.729882656402	440.97
District of Columbia	Delaware	2.387563032068204	2093	242647	261138	72282076	2	11705.498119387354	174.83
District of Columbia	District of Columbia	30.605751196340172	24930	242647	242647	72282076	0	0	0
District of Columbia	Florida	1.0374219780929086	8529	242647	2449054	72282076	4	9116.507162265489	1032.05
District of Columbia	Georgia	1.1127030996420488	2582	242647	691246	72282076	3	14073.551863394683	701.89
District of Columbia	Hawaii	0.7197079527798895	1112	242647	460261	72282076	NA	14637.681454959222	7642.14
District of Columbia	Idaho	0.2676618344276402	286	242647	318299	72282076	6	12694.403492315058	2786.11
District of Columbia	Illinois	0.8732865242440213	3506	242647	1195944	72282076	3	14917.98392904282	890.08
District of Columbia	Indiana	0.8333798313133368	1170	242647	418214	72282076	3	10924.109192270518	603
District of Columbia	Iowa	0.6341427988497245	629	242647	295474	72282076	4	18181.872798328255	1137.5
District of Columbia	Kansas	1.1670223457796804	948	242647	241983	72282076	4	16330.50437944421	1464.96
District of Columbia	Kentucky	1.1001641385619108	782	242647	211741	72282076	2	11147.410142330222	444.92
District of Columbia	Louisiana	0.877804267217399	1450	242647	492069	72282076	4	14164.25820356995	1446.34
District of Columbia	Maine	0.6853423315131734	609	242647	264707	72282076	5	12430.746766731498	797.96
District of Columbia	Manitoba	0.28022709258988066	166	242647	176463	72282076	5	19077.453988383837	NA
District of Columbia	Maryland	8.507369661220451	28508	242647	998222	72282076	1	10713.105436428486	90.93
District of Columbia	Massachusetts	0.8403893266354165	9604	242647	3404296	72282076	4	14466.762034331792	534.2
District of Columbia	Mexico	0.8892388207928197	1033	242647	346049	72282076	5	14295.415083966089	NA
District of Columbia	Michigan	0.545534327666828	2660	242647	1452497	72282076	4	9464.083064431908	612.44
District of Columbia	Minnesota	0.3035271179470159	2508	242647	2461420	72282076	5	3093.064431803002	1258.06
District of Columbia	Mississippi	0.7178981721503301	322	242647	133613	72282076	3	10971.13027996194	1078.36
District of Columbia	Missouri	0.6696744902677085	755	242647	335845	72282076	3	12223.285568743431	1067.11
District of Columbia	Montana	0.2085795168302468	207	242647	295634	72282076	6	7046.4892802140785	2669.47
District of Columbia	Nebraska	0.8627464957132084	851	242647	293834	72282076	4	10837.34649450044	1595.22
District of Columbia	Nevada	0.6615945549491892	1632	242647	734825	72282076	7	8445.648435365953	3230.71
District of Columbia	New Brunswick	0.09684325099011591	57	242647	175332	72282076	5	12683.201970612256	NA
District of Columbia	New Hampshire	0.8789803209846488	593	242647	200970	72282076	5	18075.94500580529	633.82
District of Columbia	New Jersey	1.7393278039172644	8173	242647	1399767	72282076	3	6267.279328859161	212.29
District of Columbia	New Mexico	0.5597007718022025	976	242647	519457	72282076	5	10943.79523358982	2364.9
District of Columbia	New York	1.558311723681503	22303	242647	4263484	72282076	3	10896.706715458586	374.36
District of Columbia	Newfoundland and Labrador	0.21205246479655257	29	242647	40739	72282076	5	8868.993900542431	NA
District of Columbia	North Carolina	1.8559340018370205	9106	242647	1461574	72282076	2	8744.501566487172	241.83
District of Columbia	North Dakota	0.6089823456731092	681	242647	333118	72282076	6	12634.308376833977	1778.43
District of Columbia	Nova Scotia	0.16226704434620334	110	242647	201938	72282076	6	11189.522508168548	NA
District of Columbia	Ohio	0.9077481803849992	1749	242647	573958	72282076	3	13477.756760552917	315.55
District of Columbia	Oklahoma	0.6303105154239788	421	242647	198968	72282076	4	19248.941208560256	1533.65
District of Columbia	Ontario	0.2949322694856636	4005	242647	4045162	72282076	4	3540.758262786912	NA
District of Columbia	Oregon	0.8640723528203543	1928	242647	664680	72282076	7	4859.27315757956	3361.7
District of Columbia	Pennsylvania	1.8859672431991388	5598	242647	884208	72282076	2	15195.163768324035	118.05
District of Columbia	Prince Edward Island	1.0673229669520776	40	242647	11164	72282076	NA	7767.764604502715	NA
District of Columbia	Quebec	0.2370994463465683	1245	242647	1564208	72282076	4	9124.711064837618	NA
District of Columbia	Rhode Island	1.2016719620142315	1839	242647	455881	72282076	5	3467.1932449124447	616.09
District of Columbia	Saskatchewan	0.11758403016250273	354	242647	896831	72282076	6	12282.56152903014	NA
District of Columbia	South Carolina	1.6738001417593178	2048	242647	364487	72282076	3	15171.311555371663	501.82
District of Columbia	South Dakota	0.4708731313768233	158	242647	99956	72282076	5	3482.707001504208	1634.97
District of Columbia	Tennessee	0.8774378021402797	1493	242647	506873	72282076	2	7243.613974000325	500.29
District of Columbia	Texas	0.814612381706462	8487	242647	3103551	72282076	4	3363.878577622188	1611.04
District of Columbia	Utah	0.8232813181136678	3502	242647	1267137	72282076	6	11015.215674132332	2737.31
District of Columbia	Vermont	0.4359839904147421	750	242647	512444	72282076	4	9911.92415717706	595.06
District of Columbia	Virginia	4.895170130023547	17151	242647	1043704	72282076	1	11263.376179639074	78.58
District of Columbia	Washington	0.6564419741679318	4168	242647	1891416	72282076	7	14743.175770360696	3297.46
District of Columbia	West Virginia	1.3975081312070585	1438	242647	306521	72282076	2	4570.57508595198	90.93
District of Columbia	Wisconsin	0.8594512164933745	3142	242647	1089032	72282076	4	10434.75128768681	968.99
District of Columbia	Wyoming	0.08980123666617874	244	242647	809400	72282076	5	8648.204351709623	2318.42
Florida	Alabama	2.283518528669526	14517	2449054	187631	72282076	1	14215.669426585056	56.49
Florida	Alaska	0.5407996930473559	2013	2449054	109860	72282076	8	5481.171369869826	4400.57
Florida	Alberta	0.13060939258480195	7673	2449054	1733896	72282076	7	15137.334965809108	NA
Florida	Arizona	0.5781421278592108	30106	2449054	1536918	72282076	6	19136.814646104445	2151.05
Florida	Arkansas	0.7622785467898858	7215	2449054	279354	72282076	3	15171.094007633774	548.98
Florida	British Columbia	0.10246358664273388	20036	2449054	5771301	72282076	7	15385.61587584074	NA
Florida	California	0.6451174438594649	244068	2449054	11166172	72282076	6	4634.64198935298	2669.7
Florida	Colorado	0.6268200972495612	74358	2449054	3501201	72282076	5	19151.24161221064	1794
Florida	Connecticut	0.8507357212409735	26931	2449054	934308	72282076	7	18876.39688020755	1437.31
Florida	Delaware	1.3723105785511003	12142	2449054	261138	72282076	5	14903.76292888658	1106.95
Florida	District of Columbia	1.0374219780929086	8529	2449054	242647	72282076	4	9116.507162265489	1032.05
Florida	Florida	8.44415303792909	700684	2449054	2449054	72282076	0	0	0
Florida	Georgia	2.5479140577757864	59674	2449054	691246	72282076	1	5287.350981112569	60.82
Florida	Hawaii	0.7768115045626923	12114	2449054	460261	72282076	NA	9296.509306899916	6890.28
Florida	Idaho	0.319437727994396	3445	2449054	318299	72282076	6	4016.670194750001	2526.52
Florida	Illinois	1.112612290354444	45084	2449054	1195944	72282076	4	15115.135089876148	735.36
Florida	Indiana	1.7046010481837448	24154	2449054	418214	72282076	4	14642.796169305851	828.28
Florida	Iowa	1.2331164148884481	12345	2449054	295474	72282076	4	12518.834222545074	1182.13
Florida	Kansas	1.1188163209882975	9173	2449054	241983	72282076	4	14129.233296704166	989
Florida	Kentucky	1.6701543601622637	11982	2449054	211741	72282076	3	18202.1543187825	676.47
Florida	Louisiana	1.0408924146539336	17354	2449054	492069	72282076	3	15117.151473956796	268.51
Florida	Maine	1.3790064792825358	12368	2449054	264707	72282076	8	5147.406876420549	1796.48
Florida	Manitoba	0.18782714370262552	1123	2449054	176463	72282076	6	11098.682289467431	NA
Florida	Maryland	1.170817857790696	39599	2449054	998222	72282076	4	19296.93411051529	1018.2
Florida	Massachusetts	0.7261755300403379	83760	2449054	3404296	72282076	7	6116.525728941904	1549.43
Florida	Mexico	0.5920784673514443	6942	2449054	346049	72282076	5	15598.96091938707	NA
Florida	Michigan	1.2112565372504436	59610	2449054	1452497	72282076	5	17972.447817056185	1243.34
Florida	Minnesota	0.5813597677621212	48484	2449054	2461420	72282076	5	6106.219191723248	1496.56
Florida	Mississippi	1.3401627296286946	6067	2449054	133613	72282076	2	3356.9970240905413	176.86
Florida	Missouri	1.0298735952793283	11719	2449054	335845	72282076	3	4017.689343125289	672.79
Florida	Montana	0.2989025861966121	2994	2449054	295634	72282076	6	10303.877786830772	2512.32
Florida	Nebraska	0.7922131550586073	7887	2449054	293834	72282076	4	2053.601173896312	1374.89
Florida	Nevada	0.8055904467388937	20057	2449054	734825	72282076	7	748.855315836431	2649.67
Florida	New Brunswick	0.1723737088174882	1024	2449054	175332	72282076	8	10614.649067236664	NA
Florida	New Hampshire	0.9710327299222341	6612	2449054	200970	72282076	8	9797.646437444388	1644.34
Florida	New Jersey	1.3046641725301809	61876	2449054	1399767	72282076	6	12402.449757367878	1178.01
Florida	New Mexico	0.7035151477244819	12382	2449054	519457	72282076	5	7011.33633124681	1555.26
Florida	New York	1.0736220308768416	155090	2449054	4263484	72282076	6	17081.54109215966	1358.38
Florida	Newfoundland and Labrador	0.2144438535688904	296	2449054	40739	72282076	8	3746.27794057775	NA
Florida	North Carolina	1.4471464800484402	71664	2449054	1461574	72282076	2	583.8939006314154	549.49
Florida	North Dakota	0.6515650510521501	7354	2449054	333118	72282076	6	17416.298816395727	1931.88
Florida	Nova Scotia	0.1518552297177984	1039	2449054	201938	72282076	9	8809.195873911687	NA
Florida	Ohio	1.6900992438341509	32867	2449054	573958	72282076	4	4390.136412753923	904.11
Florida	Oklahoma	0.7849985548849924	5292	2449054	198968	72282076	4	10823.4294227168	865.14
Florida	Ontario	0.23721383985839334	32512	2449054	4045162	72282076	6	11461.767044433796	NA
Florida	Oregon	0.5787584724216845	13034	2449054	664680	72282076	7	7618.696150850075	3026.29
Florida	Pennsylvania	1.590125259050877	47638	2449054	884208	72282076	5	9556.729428283094	1111.7
Florida	Prince Edward Island	0.35161230841192576	133	2449054	11164	72282076	NA	10871.785232905424	NA
Florida	Quebec	0.2354224790431712	12477	2449054	1564208	72282076	7	154.44638915694765	NA
Florida	Rhode Island	0.8576267139960371	13247	2449054	455881	72282076	8	10288.698959506932	1583.21
Florida	Saskatchewan	0.0823067278140345	2501	2449054	896831	72282076	7	18014.074930682298	NA
Florida	South Carolina	2.0936860152169796	25856	2449054	364487	72282076	2	11532.048966254024	254.98
Florida	South Dakota	0.67676517262966	2292	2449054	99956	72282076	5	10415.836384220824	1553.12
Florida	Tennessee	1.4375369186689926	24688	2449054	506873	72282076	2	1930.914497149828	503.99
Florida	Texas	0.9066494591954021	95338	2449054	3103551	72282076	4	6370.466299673405	678.46
Florida	Utah	0.6281414075668048	26968	2449054	1267137	72282076	6	2177.2400703954413	2277.93
Florida	Vermont	0.45183387894729765	7845	2449054	512444	72282076	7	18954.719902428176	1616.82
Florida	Virginia	1.4444043646626656	51078	2449054	1043704	72282076	3	9650.243042447804	709.91
Florida	Washington	0.6254060450473201	40079	2449054	1891416	72282076	7	15769.850163838028	3093.23
Florida	West Virginia	1.5148986031973095	15733	2449054	306521	72282076	4	5081.956625590081	780.81
Florida	Wisconsin	0.8728816677974526	32208	2449054	1089032	72282076	5	11298.663907638518	1333.54
Florida	Wyoming	0.20872221804060698	5724	2449054	809400	72282076	5	14917.06239247123	1966.76
Georgia	Alabama	5.00126029244931	8974	691246	187631	72282076	1	9757.229586892729	42.08
Georgia	Alaska	0.6329654963309569	665	691246	109860	72282076	7	891.3733774361764	4131.56
Georgia	Alberta	0.15312201738859146	2539	691246	1733896	72282076	6	12346.568095038076	NA
Georgia	Arizona	0.7685497274426152	11296	691246	1536918	72282076	5	14617.409892011194	2261.63
Georgia	Arkansas	2.047530681330225	5470	691246	279354	72282076	2	11413.882022199215	406.02
Georgia	British Columbia	0.07939563637107687	4382	691246	5771301	72282076	6	10855.068250713428	NA
Georgia	California	0.7021555238155347	74979	691246	11166172	72282076	5	6281.31981095015	2762.19
Georgia	Colorado	0.7167306738259224	23998	691246	3501201	72282076	4	15177.530445639051	1675.26
Georgia	Connecticut	0.8270892135732446	7390	691246	934308	72282076	6	15843.960599174568	1142.71
Georgia	Delaware	1.2028953356386896	3004	691246	261138	72282076	4	11171.428373483775	831.88
Georgia	District of Columbia	1.1127030996420488	2582	691246	242647	72282076	3	14073.551863394683	701.89
Georgia	Florida	2.5479140577757864	59674	691246	2449054	72282076	1	5287.350981112569	60.82
Georgia	Georgia	16.17607100745232	106932	691246	691246	72282076	0	0	0
Georgia	Hawaii	0.7606401728860288	3348	691246	460261	72282076	NA	4817.19069878602	7000.84
Georgia	Idaho	0.4461310822670393	1358	691246	318299	72282076	5	3565.071506894355	2358.13
Georgia	Illinois	1.3403841901585403	15330	691246	1195944	72282076	3	10959.911667509325	377.68
Georgia	Indiana	2.1510442375898426	8603	691246	418214	72282076	3	14075.025659203817	354.35
Georgia	Iowa	1.470094344519118	4154	691246	295474	72282076	3	7746.790210634687	817.22
Georgia	Kansas	1.5401067521293605	3564	691246	241983	72282076	3	9587.40031659384	851.87
Georgia	Kentucky	2.6341835764272736	5334	691246	211741	72282076	2	14791.248996395903	217.17
Georgia	Louisiana	1.79759149845689	8459	691246	492069	72282076	3	10092.80929511594	461.31
Georgia	Maine	0.7967800623259099	2017	691246	264707	72282076	7	5410.776625839923	1499.11
Georgia	Manitoba	0.16295850124083525	275	691246	176463	72282076	5	6464.473566111921	NA
Georgia	Maryland	1.2187086916882675	11634	691246	998222	72282076	3	14614.951334187634	681.56
Georgia	Massachusetts	0.6592359189331282	21462	691246	3404296	72282076	6	1058.0944715336902	1233.13
Georgia	Mexico	0.7478863225398145	2475	691246	346049	72282076	4	10424.839802726454	NA
Georgia	Michigan	0.8973771873300765	12465	691246	1452497	72282076	4	15285.816579954384	750.79
Georgia	Minnesota	0.5295895216050172	12466	691246	2461420	72282076	4	11303.044209584188	1080.56
Georgia	Mississippi	2.6421149522488205	3376	691246	133613	72282076	2	5324.250021611198	290.29
Georgia	Missouri	1.9543899819729829	6277	691246	335845	72282076	2	4380.553960932358	422.03
Georgia	Montana	0.368208946191283	1041	691246	295634	72282076	5	13865.170467383408	2298.67
Georgia	Nebraska	1.6060581752344252	4513	691246	293834	72282076	3	4287.8343195832285	1151.32
Georgia	Nevada	0.9747755655913104	6850	691246	734825	72282076	6	6031.408400197614	2672.67
Georgia	New Brunswick	0.12226176481845093	205	691246	175332	72282076	7	10085.47825784775	NA
Georgia	New Hampshire	0.7674653449830998	1475	691246	200970	72282076	7	5630.310301161263	1333.39
Georgia	New Jersey	1.0830545492788366	14498	691246	1399767	72282076	5	13372.553024906938	895.48
Georgia	New Mexico	0.6238353193902713	3099	691246	519457	72282076	4	5390.966562332815	1653.53
Georgia	New York	0.96116407546892	39189	691246	4263484	72282076	5	13235.796742960878	924.83
Georgia	Newfoundland and Labrador	0.382449317481979	149	691246	40739	72282076	7	7503.02374310335	NA
Georgia	North Carolina	1.9834323958392015	27723	691246	1461574	72282076	1	5513.516443979262	84.84
Georgia	North Dakota	0.8280845406825645	2638	691246	333118	72282076	5	12333.02859404017	1575.31
Georgia	Nova Scotia	0.11184940719066859	216	691246	201938	72282076	8	9767.99981951726	NA
Georgia	Ohio	1.8983906731966294	10420	691246	573958	72282076	3	2147.242105856836	422.53
Georgia	Oklahoma	1.3643300343266596	2596	691246	198968	72282076	3	6151.263967458838	826.07
Georgia	Ontario	0.18648255261798205	7214	691246	4045162	72282076	5	14744.566180308097	NA
Georgia	Oregon	0.6324284929044052	4020	691246	664680	72282076	6	12498.760639374315	2906.08
Georgia	Pennsylvania	1.2458853702138337	10535	691246	884208	72282076	4	4820.739305890769	711.47
Georgia	Prince Edward Island	0.6931223102247259	74	691246	11164	72282076	NA	10801.814443756955	NA
Georgia	Quebec	0.16391698197726373	2452	691246	1564208	72282076	6	5332.401124610872	NA
Georgia	Rhode Island	0.5633455348200102	2456	691246	455881	72282076	7	13472.684584601571	1312.99
Georgia	Saskatchewan	0.1736129322384219	1489	691246	896831	72282076	6	12874.427280091855	NA
Georgia	South Carolina	3.596744340204127	12537	691246	364487	72282076	1	6742.432560953936	30.17
Georgia	South Dakota	0.9948775588264273	951	691246	99956	72282076	4	13590.35619645888	1258.58
Georgia	Tennessee	3.0247678157616424	14662	691246	506873	72282076	1	7210.507341740077	42.13
Georgia	Texas	1.148255900516003	34080	691246	3103551	72282076	3	10799.6041157257	824.35
Georgia	Utah	0.6300622433476302	7635	691246	1267137	72282076	5	4113.63766929528	2194.49
Georgia	Vermont	0.44525245209215747	2182	691246	512444	72282076	6	15764.704333383028	1289.47
Georgia	Virginia	1.5592435481370124	15563	691246	1043704	72282076	2	7264.426156985367	240.01
Georgia	Washington	0.5892877183434538	10659	691246	1891416	72282076	6	10484.70559327912	2914.19
Georgia	West Virginia	1.4218882412738585	4168	691246	306521	72282076	3	10365.037477373358	346.46
Georgia	Wisconsin	0.8561057318067895	8916	691246	1089032	72282076	4	12284.236505790876	866.03
Georgia	Wyoming	0.33060169203725687	2559	691246	809400	72282076	4	16427.930905410263	1819.31
Hawaii	Alabama	0.5942650595205374	710	460261	187631	72282076	NA	8396.342576487761	6781.39
Hawaii	Alaska	1.6710958363090855	1169	460261	109860	72282076	NA	5337.269392937173	4392.56
Hawaii	Alberta	0.3696323647319511	4081	460261	1733896	72282076	NA	7543.000611568159	NA
Hawaii	Arizona	0.8177650782779188	8003	460261	1536918	72282076	NA	11054.767041846591	4368.55
Hawaii	Arkansas	0.26084921069001116	464	460261	279354	72282076	NA	6613.25729848802	6174.78
Hawaii	British Columbia	0.20049443952058899	7368	460261	5771301	72282076	NA	6230.474915762569	NA
Hawaii	California	1.3375272667628717	95100	460261	11166172	72282076	NA	7099.479547633326	3765.47
Hawaii	Colorado	0.7147620152094208	15935	460261	3501201	72282076	NA	10829.25692417637	4978.09
Hawaii	Connecticut	0.4459371183665024	2653	460261	934308	72282076	NA	11698.762626986803	7943.09
Hawaii	Delaware	0.6374736417769689	1060	460261	261138	72282076	NA	6363.921847290823	7807.58
Hawaii	District of Columbia	0.7197079527798895	1112	460261	242647	72282076	NA	14637.681454959222	7642.14
Hawaii	Florida	0.7768115045626923	12114	460261	2449054	72282076	NA	9296.509306899916	6890.28
Hawaii	Georgia	0.7606401728860288	3348	460261	691246	72282076	NA	4817.19069878602	7000.84
Hawaii	Hawaii	52.2345357823069	153086	460261	460261	72282076	0	0	0
Hawaii	Idaho	0.3774440656705476	765	460261	318299	72282076	NA	8333.667871885371	4377.02
Hawaii	Illinois	0.6148186113642732	4682	460261	1195944	72282076	NA	9466.94578376112	6443.6
Hawaii	Indiana	0.5771673310918232	1537	460261	418214	72282076	NA	13912.74241961026	6741.43
Hawaii	Iowa	1.012516593113287	1905	460261	295474	72282076	NA	6718.807446156593	6047.37
Hawaii	Kansas	0.9637580923180883	1485	460261	241983	72282076	NA	8174.181745937792	5607.79
Hawaii	Kentucky	0.6497190296267341	876	460261	211741	72282076	NA	11764.118355699253	6682.76
Hawaii	Louisiana	0.32745211191802326	1026	460261	492069	72282076	NA	5834.27909104708	6250.3
Hawaii	Maine	0.2699432120445082	455	460261	264707	72282076	NA	9983.034778693527	8127.99
Hawaii	Manitoba	0.5224092806593885	587	460261	176463	72282076	NA	6353.9279752848415	NA
Hawaii	Maryland	0.5979944772730977	3801	460261	998222	72282076	NA	10324.37519624583	7519.31
Hawaii	Massachusetts	0.26788657652078446	5807	460261	3404296	72282076	NA	3759.1476031745738	7935.78
Hawaii	Mexico	0.3975510897364081	876	460261	346049	72282076	NA	6397.169955789597	NA
Hawaii	Michigan	0.4495683009779927	4158	460261	1452497	72282076	NA	10590.659744968372	6697.73
Hawaii	Minnesota	0.33254094192844985	5212	460261	2461420	72282076	NA	13829.50113666827	6012.58
Hawaii	Mississippi	0.33263210251309	283	460261	133613	72282076	NA	10141.413610157151	6479.35
Hawaii	Missouri	0.7809154672808857	1670	460261	335845	72282076	NA	9147.29143596581	6148.2
Hawaii	Montana	0.7309547539959744	1376	460261	295634	72282076	NA	18203.75514861643	4783.36
Hawaii	Nebraska	0.8840155381843088	1654	460261	293834	72282076	NA	8975.942605046943	5430.73
Hawaii	Nevada	2.4032667455991934	11245	460261	734825	72282076	NA	9999.11921204538	4035.78
Hawaii	New Brunswick	0.10748466319855512	120	460261	175332	72282076	NA	12622.767936537442	NA
Hawaii	New Hampshire	0.32195296139358914	412	460261	200970	72282076	NA	6789.847522467979	7988.15
Hawaii	New Jersey	0.7427260893751603	6620	460261	1399767	72282076	NA	9726.660741718217	7785.85
Hawaii	New Mexico	2.4034991134656636	7950	460261	519457	72282076	NA	3905.1024462240343	4880.96
Hawaii	New York	0.5109027780943586	13870	460261	4263484	72282076	NA	8522.862210161307	7433.02
Hawaii	Newfoundland and Labrador	0.1811815348215207	47	460261	40739	72282076	NA	12270.082107999064	NA
Hawaii	North Carolina	0.49115305893243155	4571	460261	1461574	72282076	NA	9233.203213559584	7209.2
Hawaii	North Dakota	0.6270179607205434	1330	460261	333118	72282076	NA	8120.120841306023	5592.14
Hawaii	Nova Scotia	0.12987479084100229	167	460261	201938	72282076	NA	13553.374761547922	NA
Hawaii	Ohio	0.6457409525819804	2360	460261	573958	72282076	NA	6908.762363432165	7015.07
Hawaii	Oklahoma	0.9092759100630955	1152	460261	198968	72282076	NA	6141.197300171128	5548.2
Hawaii	Ontario	0.23091996427786185	5948	460261	4045162	72282076	NA	12291.711224529725	NA
Hawaii	Oregon	1.167660450304768	4942	460261	664680	72282076	NA	16894.412667730754	3854.95
Hawaii	Pennsylvania	0.88397430531834	4977	460261	884208	72282076	NA	567.5667492094337	7374.85
Hawaii	Prince Edward Island	0.3094776525045997	22	460261	11164	72282076	NA	7423.67095313086	NA
Hawaii	Quebec	0.16053894390699736	1599	460261	1564208	72282076	NA	9402.934240981576	NA
Hawaii	Rhode Island	0.307628386257985	893	460261	455881	72282076	NA	11615.76554941302	8106.13
Hawaii	Saskatchewan	0.1758124158832613	1004	460261	896831	72282076	NA	8719.201967841802	NA
Hawaii	South Carolina	0.6488874421376217	1506	460261	364487	72282076	NA	2249.845724050899	7213
Hawaii	South Dakota	0.7950017581847224	506	460261	99956	72282076	NA	11660.474971061512	5474.92
Hawaii	Tennessee	0.5542907399552237	1789	460261	506873	72282076	NA	10920.664290993653	6596.54
Hawaii	Texas	0.632626017407552	12502	460261	3103551	72282076	NA	11888.322926417792	5140.6
Hawaii	Utah	0.8502115176795506	6860	460261	1267137	72282076	NA	8818.788406895734	4506.02
Hawaii	Vermont	0.1915402480378094	625	460261	512444	72282076	NA	11658.119585034296	7899.45
Hawaii	Virginia	0.7950819637186203	5284	460261	1043704	72282076	NA	3542.3692816884136	7243.77
Hawaii	Washington	1.0148858417216742	12223	460261	1891416	72282076	NA	6893.364741690364	4145.66
Hawaii	West Virginia	0.37401504043939576	730	460261	306521	72282076	NA	13879.291666055957	7210.32
Hawaii	Wisconsin	0.45973134152694073	3188	460261	1089032	72282076	NA	14977.367276787312	6310.3
Hawaii	Wyoming	0.2834741466027387	1461	460261	809400	72282076	NA	15456.704105745814	4852.13
Idaho	Alabama	0.8968275848914204	741	318299	187631	72282076	5	10221.539047600188	2194.65
Idaho	Alaska	1.6722618036207892	809	318299	109860	72282076	2	3008.4154581437406	1266.68
Idaho	Alberta	0.11197947142891138	855	318299	1733896	72282076	2	15872.092963085974	NA
Idaho	Arizona	0.7152860065333272	4841	318299	1536918	72282076	2	15303.085967677587	653.72
Idaho	Arkansas	0.3316657395034561	408	318299	279354	72282076	4	14795.929243912542	1642.24
Idaho	British Columbia	0.1065147797236829	2707	318299	5771301	72282076	1	13955.339900132169	NA
Idaho	California	0.5570560788097776	27391	318299	11166172	72282076	2	7732.070759038573	373.44
Idaho	Colorado	0.48035465868936805	7406	318299	3501201	72282076	2	16829.11228015528	362.21
Idaho	Connecticut	0.18618043698112383	766	318299	934308	72282076	6	16700.71512815308	3011.99
Idaho	Delaware	0.17479190957306623	201	318299	261138	72282076	7	14582.55815857199	2916.81
Idaho	District of Columbia	0.2676618344276402	286	318299	242647	72282076	6	12694.403492315058	2786.11
Idaho	Florida	0.319437727994396	3445	318299	2449054	72282076	6	4016.670194750001	2526.52
Idaho	Georgia	0.4461310822670393	1358	318299	691246	72282076	5	3565.071506894355	2358.13
Idaho	Hawaii	0.3774440656705476	765	318299	460261	72282076	NA	8333.667871885371	4377.02
Idaho	Idaho	114.9644135513714	161140	318299	318299	72282076	0	0	0
Idaho	Illinois	1.370950254158592	7220	318299	1195944	72282076	4	11102.401930895168	1622.89
Idaho	Indiana	0.6374775179813842	1174	318299	418214	72282076	5	12040.890511788	1851.08
Idaho	Iowa	0.7178322201505666	934	318299	295474	72282076	3	8694.25187071393	1153.94
Idaho	Kansas	0.4457630806829338	475	318299	241983	72282076	3	10152.725965945252	1032.67
Idaho	Kentucky	0.2799180414004179	261	318299	211741	72282076	4	14750.197813235902	1982.37
Idaho	Louisiana	0.6008697239455421	1302	318299	492069	72282076	4	12870.818058947476	1907.12
Idaho	Maine	0.21532955286594918	251	318299	264707	72282076	5	1995.2052232368544	3176.47
Idaho	Manitoba	0.11067260595581994	86	318299	176463	72282076	3	7285.97804807959	NA
Idaho	Maryland	0.31007307905415965	1363	318299	998222	72282076	6	16411.777843012944	2652.06
Idaho	Massachusetts	0.1662992563470798	2493	318299	3404296	72282076	6	4604.5467984690285	2995.59
Idaho	Mexico	0.3386159774280019	516	318299	346049	72282076	3	12931.212245408087	NA
